time,open,high,low,close,Volume,Volume MA
2020-01-06T18:00:00Z,1564.477,1568.525,1563.6,1566.525,47605,60996.35
2020-01-06T19:00:00Z,1566.43,1567.67,1562.8,1564.807,42335,59002.15
2020-01-06T20:00:00Z,1564.73,1566.817,1564.1,1565.508,36819,57750.8
2020-01-06T21:00:00Z,1565.577,1566.755,1565,1565.4,12551,53660.95
2020-01-06T22:00:00Z,1565.4,1565.4,1565.4,1565.4,1,51648.3
2020-01-06T23:00:00Z,1564.956,1565.725,1563.375,1563.685,17637,51063.9
2020-01-07T00:00:00Z,1563.735,1565.565,1562.3,1564.275,28935,51023.85
2020-01-07T01:00:00Z,1564.19,1564.577,1556.1,1557.845,49025,51927
2020-01-07T02:00:00Z,1557.77,1560.855,1554.8,1558.9,49331,51998.25
2020-01-07T03:00:00Z,1558.977,1559.97,1558.19,1558.955,23871,49967.9
2020-01-07T04:00:00Z,1558.958,1559.808,1557.8,1559.185,17907,46760.25
2020-01-07T05:00:00Z,1559.168,1562.97,1558.8,1562.37,33309,45650.55
2020-01-07T06:00:00Z,1562.465,1569.285,1562.2,1564.668,65157,47010.9
2020-01-07T07:00:00Z,1564.711,1570.845,1564.4,1569.725,66015,48382.5
2020-01-07T08:00:00Z,1569.64,1570.465,1564.3,1564.6,74502,49741.15
2020-01-07T09:00:00Z,1564.78,1566.845,1563,1566.205,47793,48258.55
2020-01-07T10:00:00Z,1566,1567.18,1564.9,1565.608,43066,46067.5
2020-01-07T11:00:00Z,1565.56,1568.855,1565.2,1567.555,33838,41006.7
2020-01-07T12:00:00Z,1567.5,1569.537,1563.6,1565.148,45320,39026.55
2020-01-07T13:00:00Z,1565.06,1568.263,1564.4,1567.8,76046,40553.15
2020-01-07T14:00:00Z,1568.137,1571.648,1565.9,1568.88,99068,43126.3
2020-01-07T15:00:00Z,1568.935,1571.38,1565.448,1568.48,121908,47104.95
2020-01-07T16:00:00Z,1568.568,1571.77,1568.26,1570.96,66893,48608.65
2020-01-07T17:00:00Z,1570.96,1573.14,1570.73,1571.868,45950,50278.6
2020-01-07T18:00:00Z,1571.868,1573.11,1570.6,1572.42,36574,52107.25
2020-01-07T19:00:00Z,1572.368,1573.038,1569.47,1571.13,38618,53156.3
2020-01-07T20:00:00Z,1571.26,1571.968,1569.52,1571.68,27247,53071.9
2020-01-07T21:00:00Z,1571.741,1577.4,1571.39,1574.11,32188,52230.05
2020-01-07T22:00:00Z,1574.3,1574.3,1574.3,1574.3,1,49763.55
2020-01-07T23:00:00Z,1576.51,1598.367,1573.53,1594.93,105427,53841.35
2020-01-08T00:00:00Z,1594.93,1611.335,1592.46,1598.9,163830,61137.5
2020-01-08T01:00:00Z,1598.87,1604.96,1590.43,1593.32,168628,67903.45
2020-01-08T02:00:00Z,1593.34,1594.457,1583.5,1585.41,145644,71927.8
2020-01-08T03:00:00Z,1585.408,1593.867,1584.9,1590.658,100358,73644.95
2020-01-08T04:00:00Z,1590.668,1593.645,1589.1,1593.117,43326,72086.15
2020-01-08T05:00:00Z,1593.06,1595.338,1591.1,1594.437,58257,72609.35
2020-01-08T06:00:00Z,1594.42,1595.117,1591.8,1593.03,52690,73090.55
2020-01-08T07:00:00Z,1593.085,1593.385,1585.6,1588.595,88663,75831.8
2020-01-08T08:00:00Z,1588.595,1588.97,1579.6,1580.915,107053,78918.45
2020-01-08T09:00:00Z,1580.86,1585.687,1579,1583.677,63688,78300.55
2020-01-08T10:00:00Z,1583.69,1584.81,1578.86,1580.665,53830,76038.65
2020-01-08T11:00:00Z,1580.705,1582.601,1575.2,1577.217,61882,73037.35
2020-01-08T12:00:00Z,1577.12,1580.03,1573.3,1575.27,67686,73077
2020-01-08T13:00:00Z,1575.305,1577.575,1567.8,1576.658,121680,76863.5
2020-01-08T14:00:00Z,1576.66,1578.32,1570.9,1573.485,110718,80570.7
2020-01-08T15:00:00Z,1573.43,1574.99,1569.8,1573.46,88076,83043.6
2020-01-08T16:00:00Z,1573.46,1573.63,1552.4,1558.85,186503,91006.4
2020-01-08T17:00:00Z,1558.83,1561.98,1556.8,1561.93,95813,94187.65
2020-01-08T18:00:00Z,1561.85,1562.248,1555.7,1555.958,65585,97466.85
2020-01-08T19:00:00Z,1555.92,1556.15,1552,1553.985,51340,94762.5
2020-01-08T20:00:00Z,1554.055,1562.109,1552.9,1559.857,61564,89649.2
2020-01-08T21:00:00Z,1559.75,1560.735,1555,1556.1,23075,82371.55
2020-01-08T22:00:00Z,1556.1,1556.1,1556.1,1556.1,1,75089.4
2020-01-08T23:00:00Z,1556.922,1560.308,1554.6,1557.99,25686,71355.8
2020-01-09T00:00:00Z,1557.93,1558.494,1553.6,1556.53,34569,70917.95
2020-01-09T01:00:00Z,1556.54,1561.4,1555.8,1559.7,48277,70418.95
2020-01-09T02:00:00Z,1559.54,1560.81,1558.87,1560.525,24781,69023.5
2020-01-09T03:00:00Z,1560.47,1560.6,1556.33,1558.741,27098,65945.25
2020-01-09T04:00:00Z,1558.7,1559.408,1557.85,1558.345,13032,61244.2
2020-01-09T05:00:00Z,1558.365,1558.965,1554.95,1555.21,35018,59810.7
2020-01-09T06:00:00Z,1555.19,1555.875,1540.08,1544.068,80200,61129.2
2020-01-09T07:00:00Z,1544.128,1547.368,1543.87,1545.45,60582,61064.2
2020-01-09T08:00:00Z,1545.44,1548.68,1544.39,1547.324,76078,61483.8
2020-01-09T09:00:00Z,1547.21,1547.748,1544.77,1546.285,52210,58010.3
2020-01-09T10:00:00Z,1546.345,1548.2,1545.47,1547.395,33168,54132.8
2020-01-09T11:00:00Z,1547.3,1549.335,1547.1,1548.405,23449,50901.45
2020-01-09T12:00:00Z,1548.32,1556.6,1546.33,1554.64,71629,45157.75
2020-01-09T13:00:00Z,1554.645,1554.9,1548.66,1549.824,78358,44285
2020-01-09T14:00:00Z,1549.72,1552.7,1547.64,1551.695,89828,45497.15
2020-01-09T15:00:00Z,1551.72,1552.6,1544.7,1546.61,87114,47285.85
2020-01-09T16:00:00Z,1546.61,1550.2,1546.48,1549.4,66771,47546.2
2020-01-09T17:00:00Z,1549.4,1552.188,1549.08,1549.13,49666,48875.75
2020-01-09T18:00:00Z,1549.257,1555.056,1549.1,1552.71,62991,52025.25
2020-01-09T19:00:00Z,1552.68,1554.435,1552.16,1552.645,33730,52427.45
2020-01-09T20:00:00Z,1552.655,1553.01,1549.628,1550.7,33624,52380.2
2020-01-09T21:00:00Z,1550.66,1552.5,1550.64,1552.3,11599,50546.3
2020-01-09T22:00:00Z,1552.2,1552.2,1552.2,1552.2,2,49307.35
2020-01-09T23:00:00Z,1552.408,1553.8,1551.4,1552.687,12888,48596.85
2020-01-10T00:00:00Z,1552.6,1552.677,1549.9,1551.875,27398,49315.15
2020-01-10T01:00:00Z,1551.76,1551.9,1547.3,1547.918,38825,49505.5
2020-01-10T02:00:00Z,1547.87,1549.3,1546.9,1548.795,21589,46574.95
2020-01-10T03:00:00Z,1548.817,1548.93,1546.15,1546.295,17500,44420.85
2020-01-10T04:00:00Z,1546.24,1547.4,1545.61,1547.071,13139,41273.9
2020-01-10T05:00:00Z,1547.095,1548.7,1546.42,1548.341,17657,39546.25
2020-01-10T06:00:00Z,1548.26,1548.445,1546.13,1547.868,24833,39129.5
2020-01-10T07:00:00Z,1547.77,1551.7,1547.27,1550.63,36132,39763.65
2020-01-10T08:00:00Z,1550.65,1552.4,1549.71,1550.95,36013,37982.85
2020-01-10T09:00:00Z,1551.1,1551.325,1547.67,1548.2,28532,35491.55
2020-01-10T10:00:00Z,1548.245,1549.74,1547.99,1548.825,19906,31995.45
2020-01-10T11:00:00Z,1548.74,1550.915,1547.9,1550.6,19724,28625.95
2020-01-10T12:00:00Z,1550.614,1550.7,1548.62,1549.4,20936,26334.2
2020-01-10T13:00:00Z,1549.4,1556.7,1546.72,1548.677,120714,29886.6
2020-01-10T14:00:00Z,1548.58,1554.6,1547.64,1553.4,103123,31893.2
2020-01-10T15:00:00Z,1553.305,1559.5,1552.75,1558.53,86234,34518.4
2020-01-10T16:00:00Z,1558.53,1561.02,1557.74,1559.85,76100,36642.2
2020-01-10T17:00:00Z,1559.85,1560.97,1557.9,1559.425,51077,38616.1
2020-01-10T18:00:00Z,1559.27,1559.528,1558.1,1558.525,27734,40002.7
2020-01-10T19:00:00Z,1558.458,1559.02,1557.6,1558.73,26514,40684
2020-01-10T20:00:00Z,1558.73,1560.515,1558.5,1560.198,33574,40992.8
2020-01-10T21:00:00Z,1560.198,1563.088,1560.14,1562.077,12434,39673.25
2020-01-12T22:00:00Z,1561.99,1561.99,1561.99,1561.99,1,38593.85
2020-01-12T23:00:00Z,1561.9,1561.9,1557.8,1559.12,18862,38661.95
2020-01-13T00:00:00Z,1559.13,1559.977,1558.1,1558.605,16846,38847.3
2020-01-13T01:00:00Z,1558.4,1558.691,1554.1,1556.65,43102,40119.55
2020-01-13T02:00:00Z,1556.5,1557.571,1555.2,1556.135,24446,40100.2
2020-01-13T03:00:00Z,1556.107,1556.9,1555.5,1556.74,18608,39224
2020-01-13T04:00:00Z,1556.63,1556.817,1555.2,1555.4,8313,37839
2020-01-13T05:00:00Z,1555.58,1556.44,1554.7,1555.137,13553,37090.05
2020-01-13T06:00:00Z,1555.095,1555.47,1553.6,1555.135,24473,37318.4
2020-01-13T07:00:00Z,1555.08,1555.165,1551.7,1552.705,32666,37965.5
2020-01-13T08:00:00Z,1552.61,1553.077,1549.79,1550.377,38865,38861.95
2020-01-13T09:00:00Z,1550.26,1550.655,1546.34,1547.82,51730,35412.75
2020-01-13T10:00:00Z,1547.905,1551.53,1547.7,1551.06,29174,31715.3
2020-01-13T11:00:00Z,1551.16,1553.92,1550.3,1552.845,25990,28703.1
2020-01-13T12:00:00Z,1552.9,1554.957,1552.08,1554.957,31308,26463.5
2020-01-13T13:00:00Z,1554.8,1556.105,1552.7,1554.628,47852,26302.25
2020-01-13T14:00:00Z,1554.695,1555.25,1548.5,1551.117,81521,28991.6
2020-01-13T15:00:00Z,1551.03,1553.297,1549.1,1551.488,67838,31057.8
2020-01-13T16:00:00Z,1551.4,1553.91,1550.1,1550.53,54278,32093
2020-01-13T17:00:00Z,1550.585,1551.15,1549,1549.5,37663,33354.45
2020-01-13T18:00:00Z,1549.63,1550.23,1549,1549.504,28186,34763.7
2020-01-13T19:00:00Z,1549.497,1550.257,1548,1549.62,21077,34874.45
2020-01-13T20:00:00Z,1549.62,1550.448,1548.2,1548.568,19326,34998.45
2020-01-13T21:00:00Z,1548.5,1549.055,1547.4,1547.838,9080,33297.35
2020-01-13T22:00:00Z,1547.5,1547.5,1547.5,1547.5,2,32075.15
2020-01-13T23:00:00Z,1548.197,1548.87,1544.5,1545.201,18525,32071
2020-01-14T00:00:00Z,1545.14,1545.3,1541.3,1543.425,34102,33360.45
2020-01-14T01:00:00Z,1543.41,1543.59,1535.78,1537.625,77364,36551
2020-01-14T02:00:00Z,1537.55,1540.155,1537.35,1539.9,31305,36892.6
2020-01-14T03:00:00Z,1539.97,1540.515,1538.4,1538.688,25788,36548.7
2020-01-14T04:00:00Z,1538.757,1539.31,1537.93,1538.9,14756,35343.25
2020-01-14T05:00:00Z,1538.82,1539.125,1536.03,1537.8,34307,34472.1
2020-01-14T06:00:00Z,1537.875,1539.997,1536.2,1539.665,37015,34864.15
2020-01-14T07:00:00Z,1539.64,1543.1,1538.875,1543.068,36079,35368.6
2020-01-14T08:00:00Z,1542.99,1545.9,1541.698,1544.39,48509,36228.65
2020-01-14T09:00:00Z,1544.465,1544.625,1542.4,1543.95,30978,35384.95
2020-01-14T10:00:00Z,1543.94,1545.757,1543.61,1544.994,28225,32720.15
2020-01-14T11:00:00Z,1545.05,1546,1542.96,1543.01,36769,31166.7
2020-01-14T12:00:00Z,1543.073,1544.235,1542.16,1543.03,33763,30140.95
2020-01-14T13:00:00Z,1543.04,1546.688,1541.9,1544.115,75931,32054.35
2020-01-14T14:00:00Z,1544.07,1546.988,1542.3,1546.3,86286,34959.35
2020-01-14T15:00:00Z,1546.308,1546.74,1540.85,1542.925,75941,37702.55
2020-01-14T16:00:00Z,1542.935,1544.321,1542,1542.385,48592,39165.85
2020-01-14T17:00:00Z,1542.32,1543.825,1541.9,1543.525,31514,40287.55
2020-01-14T18:00:00Z,1543.497,1548.807,1542.7,1545.6,74001,43987.5
2020-01-14T19:00:00Z,1545.677,1547.84,1545,1546.075,61295,46126
2020-01-14T20:00:00Z,1546.075,1547.285,1545.4,1546.9,35119,46176.85
2020-01-14T21:00:00Z,1546.91,1547.13,1545.87,1546.3,8722,42744.75
2020-01-14T22:00:00Z,1546.3,1546.3,1546.3,1546.3,2,41179.6
2020-01-14T23:00:00Z,1546.228,1550.03,1545.84,1549.45,21329,40956.65
2020-01-15T00:00:00Z,1549.45,1550.038,1547.8,1549.135,23853,41411.5
2020-01-15T01:00:00Z,1549,1549.135,1546.1,1547.25,32390,41315.65
2020-01-15T02:00:00Z,1547.335,1552.841,1547,1552.07,38205,41375.15
2020-01-15T03:00:00Z,1552,1552.752,1550.9,1552.077,22094,40675.9
2020-01-15T04:00:00Z,1552,1552.635,1551.6,1551.9,14374,38969.15
2020-01-15T05:00:00Z,1551.984,1553.335,1551.78,1553.21,17538,38297.15
2020-01-15T06:00:00Z,1553.185,1553.9,1550.17,1550.735,33978,38584.8
2020-01-15T07:00:00Z,1550.66,1552.781,1550.5,1552.725,26871,38089.9
2020-01-15T08:00:00Z,1552.65,1554.22,1551.7,1553.457,36161,38209.8
2020-01-15T09:00:00Z,1553.405,1553.628,1551.4,1553.195,28066,35816.55
2020-01-15T10:00:00Z,1553.13,1553.39,1551.1,1551.875,19473,32475.9
2020-01-15T11:00:00Z,1551.868,1553.11,1551.3,1551.92,20074,29682.55
2020-01-15T12:00:00Z,1551.985,1552.311,1549.9,1550.757,27756,28640.75
2020-01-15T13:00:00Z,1550.67,1554.8,1546.7,1554.734,79449,31037.5
2020-01-15T14:00:00Z,1554.71,1557.017,1548.6,1549.56,95346,32104.75
2020-01-15T15:00:00Z,1549.628,1551.015,1548.6,1548.82,65252,32302.6
2020-01-15T16:00:00Z,1548.83,1552.295,1548.6,1551.795,53601,33226.7
2020-01-15T17:00:00Z,1551.71,1554.325,1550.7,1553.977,43421,34961.65
2020-01-15T18:00:00Z,1553.938,1556.435,1552.9,1555.908,48483,37385.7
2020-01-15T19:00:00Z,1555.76,1558.148,1554.6,1555.31,39055,38272
2020-01-15T20:00:00Z,1555.31,1556.97,1553.9,1556.04,46262,39392.45
2020-01-15T21:00:00Z,1556.14,1556.411,1554.9,1556,9937,38269.8
2020-01-15T22:00:00Z,1556.128,1556.128,1556,1556,2,36359.65
2020-01-15T23:00:00Z,1556.377,1556.377,1554.6,1556.34,14433,35976.6
2020-01-16T00:00:00Z,1556.19,1558.09,1555.8,1556.995,22491,36382.45
2020-01-16T01:00:00Z,1556.92,1557.515,1555.5,1556.3,28744,36942.75
2020-01-16T02:00:00Z,1556.388,1557.095,1555.2,1555.858,20619,36274.8
2020-01-16T03:00:00Z,1555.8,1556.745,1555.29,1556.408,14933,35677.9
2020-01-16T04:00:00Z,1556.36,1556.438,1555.4,1555.6,8174,34278.55
2020-01-16T05:00:00Z,1555.68,1555.957,1551.39,1551.685,20705,33910.5
2020-01-16T06:00:00Z,1551.72,1553.251,1551.5,1552.8,21060,33989.85
2020-01-16T07:00:00Z,1552.855,1553.79,1552.35,1553.477,17356,33853.95
2020-01-16T08:00:00Z,1553.38,1554.625,1551.72,1553.73,34578,34195.05
2020-01-16T09:00:00Z,1553.908,1555.75,1553.59,1554.855,29215,31683.35
2020-01-16T10:00:00Z,1554.838,1555.835,1554.4,1554.715,23087,28070.4
2020-01-16T11:00:00Z,1554.63,1556.435,1554.38,1556.11,18322,25723.9
2020-01-16T12:00:00Z,1556.195,1557.417,1555.18,1556.568,27519,24419.8
2020-01-16T13:00:00Z,1556.568,1556.665,1552.37,1554.2,65260,25511.75
2020-01-16T14:00:00Z,1554.14,1555.05,1550.5,1553.7,79261,27050.65
2020-01-16T15:00:00Z,1553.77,1555.517,1547.8,1550.6,91855,29690.65
2020-01-16T16:00:00Z,1550.71,1551.11,1548.8,1550.845,51274,29941.25
2020-01-16T17:00:00Z,1550.8,1552.25,1550.4,1551.468,29098,30899.3
2020-01-16T18:00:00Z,1551.43,1551.66,1549.28,1550.377,24928,32145.6
2020-01-16T19:00:00Z,1550.3,1552.22,1550.04,1551.737,21797,32513.8
2020-01-16T20:00:00Z,1551.648,1554.01,1551.1,1553.53,25469,32662.7
2020-01-16T21:00:00Z,1553.53,1554.115,1552.168,1552.3,10492,31750.1
2020-01-16T22:00:00Z,1552.4,1552.4,1552.4,1552.4,2,30719.25
2020-01-16T23:00:00Z,1552.451,1552.52,1550.738,1552.1,15568,30751
2020-01-17T00:00:00Z,1552.13,1552.744,1549.7,1549.957,18397,31262.15
2020-01-17T01:00:00Z,1549.88,1553.55,1549.2,1553.05,31360,31794.9
2020-01-17T02:00:00Z,1553.05,1554.104,1551.8,1553.665,26899,32086.85
2020-01-17T03:00:00Z,1553.63,1554.685,1553.03,1554.547,14753,31956.7
2020-01-17T04:00:00Z,1554.53,1555.788,1554.41,1555.588,10223,30738.95
2020-01-17T05:00:00Z,1555.62,1556.94,1555.4,1555.52,17913,30173.85
2020-01-17T06:00:00Z,1555.54,1556.925,1554.1,1556.795,23199,30179.45
2020-01-17T07:00:00Z,1556.7,1557,1554.5,1555.3,21557,30341.2
2020-01-17T08:00:00Z,1555.43,1555.65,1553.9,1554.41,22519,30091.2
2020-01-17T09:00:00Z,1554.3,1555.69,1553.9,1555.457,20649,27860.65
2020-01-17T10:00:00Z,1555.49,1556.9,1554,1556.788,20871,24941.15
2020-01-17T11:00:00Z,1556.787,1557.196,1555.5,1556.461,17254,21211.1
2020-01-17T12:00:00Z,1556.43,1559.715,1556.2,1558.88,32126,20253.7
2020-01-17T13:00:00Z,1558.838,1560.69,1554.5,1555.39,71390,22368.3
2020-01-17T14:00:00Z,1555.3,1558.921,1554.2,1557.638,75548,24899.3
2020-01-17T15:00:00Z,1557.685,1558.48,1553.8,1556.255,71182,27368.55
2020-01-17T16:00:00Z,1556.255,1558.577,1555.6,1557.868,43616,28275.9
2020-01-17T17:00:00Z,1557.7,1560.071,1557.4,1559.735,31757,29339.15
2020-01-17T18:00:00Z,1559.67,1561.212,1559.2,1559.997,28843,30781.2
2020-01-17T19:00:00Z,1560.015,1561.23,1559.5,1559.6,19628,30984.2
2020-01-17T20:00:00Z,1559.6,1560.92,1556.1,1556.99,24563,31292.5
2020-01-17T21:00:00Z,1557.081,1557.6,1556.2,1557.168,9913,30220.15
2020-01-19T23:00:00Z,1557.747,1559.017,1556.2,1557.008,17190,29734.7
2020-01-20T00:00:00Z,1556.91,1558.31,1556.5,1556.825,14629,29728.5
2020-01-20T01:00:00Z,1556.74,1558.795,1556.4,1557.64,23032,30368.95
2020-01-20T02:00:00Z,1557.52,1558.045,1556.7,1557.6,13311,30138.85
2020-01-20T03:00:00Z,1557.76,1558.9,1557.5,1558.6,11038,29530.8
2020-01-20T04:00:00Z,1558.865,1559.755,1558.6,1559.557,9653,28935.6
2020-01-20T05:00:00Z,1559.3,1562.215,1558.8,1561.6,16953,28657.3
2020-01-20T06:00:00Z,1561.7,1562.718,1561.1,1561.5,19516,28600.65
2020-01-20T07:00:00Z,1561.39,1562.468,1559.9,1561.3,19327,28523.45
2020-01-20T08:00:00Z,1561.43,1561.697,1559,1560.155,19852,28653.35
2020-01-20T09:00:00Z,1560.01,1560.59,1559.1,1560.425,14547,27774.4
2020-01-20T10:00:00Z,1560.425,1560.72,1559.19,1559.76,13472,24878.5
2020-01-20T11:00:00Z,1559.737,1560.63,1559.26,1560.055,11667,21684.45
2020-01-20T12:00:00Z,1560.055,1560.104,1559.22,1559.577,12419,18746.3
2020-01-20T13:00:00Z,1559.49,1560.92,1558.13,1560.38,25996,17865.3
2020-01-20T14:00:00Z,1560.357,1560.583,1559.23,1560.05,17836,17169.25
2020-01-20T15:00:00Z,1560.137,1561,1559.51,1560.86,17029,16578.55
2020-01-20T16:00:00Z,1560.905,1561.2,1560.2,1560.9,15396,16366.95
2020-01-20T17:00:00Z,1560.938,1561.1,1560.37,1560.615,8990,15588.3
2020-01-20T18:00:00Z,1560.63,1560.77,1560.47,1560.77,14,15093.35
2020-01-20T23:00:00Z,1560.791,1561.425,1559.74,1561.215,9338,14700.75
2020-01-21T00:00:00Z,1561.17,1561.905,1560.19,1560.411,10665,14502.55
2020-01-21T01:00:00Z,1560.35,1567.873,1559.938,1566.591,67674,16734.65
2020-01-21T02:00:00Z,1566.52,1568.6,1564.49,1566.915,43147,18226.45
2020-01-21T03:00:00Z,1566.9,1567.3,1565.41,1566.8,22717,18810.4
2020-01-21T04:00:00Z,1566.73,1567.7,1566.1,1566.6,13098,18982.65
2020-01-21T05:00:00Z,1566.48,1566.9,1565.19,1565.56,17553,19012.65
2020-01-21T06:00:00Z,1565.55,1567.21,1565.29,1565.485,23850,19229.35
2020-01-21T07:00:00Z,1565.468,1566.024,1558.238,1559.375,47522,20639.1
2020-01-21T08:00:00Z,1559.417,1561.527,1552.49,1554.808,69883,23140.65
2020-01-21T09:00:00Z,1554.68,1557.745,1554.5,1555.877,37058,24266.2
2020-01-21T10:00:00Z,1555.91,1556.86,1554.5,1554.685,31734,25179.3
2020-01-21T11:00:00Z,1554.61,1556.991,1551.76,1555.628,42518,26721.85
2020-01-21T12:00:00Z,1555.59,1557.82,1554.7,1556.48,34449,27823.35
2020-01-21T13:00:00Z,1556.48,1557.82,1550.688,1553.304,94860,31266.55
2020-01-21T14:00:00Z,1553.1,1553.385,1546.2,1552.248,100477,35398.6
2020-01-21T15:00:00Z,1552.357,1558.6,1550.868,1558.44,74555,38274.9
2020-01-21T16:00:00Z,1558.44,1558.8,1556,1557.208,51491,40079.65
2020-01-21T17:00:00Z,1557.31,1557.977,1556.7,1557.085,23862,40823.25
2020-01-21T18:00:00Z,1557.01,1559.947,1554.2,1558.665,61508,43897.95
