<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.08.20	23:00:00	1890.373	1890.373	1888.869	1889.987	1707	0	62
2023.08.21	00:00:00	1890.003	1891.180	1889.919	1889.976	2160	0	62
2023.08.21	01:00:00	1889.950	1890.053	1884.978	1885.477	4223	0	62
2023.08.21	02:00:00	1885.479	1892.947	1884.715	1892.751	3961	0	62
2023.08.21	03:00:00	1892.751	1893.600	1890.600	1891.712	2966	0	62
2023.08.21	04:00:00	1891.697	1893.625	1891.513	1892.524	2381	0	62
2023.08.21	05:00:00	1892.522	1894.084	1887.883	1888.068	3615	0	62
2023.08.21	06:00:00	1888.038	1889.590	1887.441	1888.911	3450	0	62
2023.08.21	07:00:00	1888.911	1890.401	1888.016	1888.173	3970	0	62
2023.08.21	08:00:00	1888.171	1889.391	1887.600	1888.683	3261	0	62
2023.08.21	09:00:00	1888.705	1890.896	1888.328	1889.510	3185	0	62
2023.08.21	10:00:00	1889.512	1889.629	1886.829	1888.706	3187	0	62
2023.08.21	11:00:00	1888.705	1893.178	1887.924	1893.098	3617	0	62
2023.08.21	12:00:00	1893.071	1897.723	1892.815	1897.169	6809	0	62
2023.08.21	13:00:00	1897.200	1898.769	1888.623	1890.049	7681	0	62
2023.08.21	14:00:00	1890.083	1891.293	1885.301	1886.866	6246	0	62
2023.08.21	15:00:00	1886.867	1889.802	1885.933	1889.216	3989	0	62
2023.08.21	16:00:00	1889.215	1893.254	1889.141	1892.620	3270	0	62
2023.08.21	17:00:00	1892.617	1895.405	1892.594	1894.403	3362	0	62
2023.08.21	18:00:00	1894.402	1895.064	1893.907	1894.594	2792	0	62
2023.08.21	19:00:00	1894.596	1895.188	1894.246	1894.337	2212	0	62
2023.08.21	20:00:00	1894.306	1894.843	1894.269	1894.843	1056	0	62
2023.08.21	22:00:00	1894.675	1895.180	1894.603	1895.067	865	0	62
2023.08.21	23:00:00	1895.066	1896.058	1894.666	1894.733	1463	0	62
2023.08.22	00:00:00	1894.743	1895.828	1893.715	1895.542	2155	0	62
2023.08.22	01:00:00	1895.538	1897.310	1894.335	1895.148	3658	0	62
2023.08.22	02:00:00	1895.145	1897.326	1894.447	1894.466	3470	0	62
2023.08.22	03:00:00	1894.462	1897.102	1894.245	1896.084	2911	0	62
2023.08.22	04:00:00	1896.098	1896.382	1893.909	1894.034	1859	0	62
2023.08.22	05:00:00	1894.017	1896.520	1893.953	1895.451	2974	0	62
2023.08.22	06:00:00	1895.450	1900.275	1895.153	1898.887	4172	0	62
2023.08.22	07:00:00	1898.914	1901.828	1898.109	1901.513	3670	0	62
2023.08.22	08:00:00	1901.517	1902.298	1898.436	1899.990	3335	0	62
2023.08.22	09:00:00	1900.023	1903.735	1899.441	1902.822	3288	0	62
2023.08.22	10:00:00	1902.813	1904.479	1901.933	1902.013	3267	0	62
2023.08.22	11:00:00	1902.002	1903.410	1901.519	1902.181	3280	0	62
2023.08.22	12:00:00	1902.181	1903.437	1896.323	1897.424	5522	0	62
2023.08.22	13:00:00	1897.390	1897.621	1889.123	1890.407	7008	0	62
2023.08.22	14:00:00	1890.437	1895.886	1890.211	1895.191	6082	0	62
2023.08.22	15:00:00	1895.159	1899.132	1895.106	1897.876	4410	0	62
2023.08.22	16:00:00	1897.907	1898.945	1896.813	1897.373	3064	0	62
2023.08.22	17:00:00	1897.373	1898.453	1896.982	1897.744	2850	0	62
2023.08.22	18:00:00	1897.742	1897.824	1896.438	1897.215	2245	0	62
2023.08.22	19:00:00	1897.213	1897.711	1896.868	1897.640	2159	0	62
2023.08.22	20:00:00	1897.616	1897.889	1897.132	1897.607	1066	0	62
2023.08.22	22:00:00	1897.561	1898.271	1897.402	1897.960	910	0	62
2023.08.22	23:00:00	1897.960	1898.638	1897.768	1898.547	727	0	62
2023.08.23	00:00:00	1898.545	1900.327	1898.501	1899.035	2277	0	62
2023.08.23	01:00:00	1899.041	1901.907	1898.830	1901.558	3444	0	62
2023.08.23	02:00:00	1901.569	1902.909	1900.813	1901.044	3065	0	62
2023.08.23	03:00:00	1901.014	1902.110	1900.175	1901.592	2442	0	62
2023.08.23	04:00:00	1901.593	1903.396	1900.749	1903.367	2421	0	62
2023.08.23	05:00:00	1903.360	1903.995	1902.400	1902.648	2884	0	62
2023.08.23	06:00:00	1902.617	1904.733	1902.316	1902.937	3481	0	62
2023.08.23	07:00:00	1902.923	1904.388	1901.762	1903.655	4299	0	62
2023.08.23	08:00:00	1903.622	1905.409	1903.549	1903.779	3759	0	62
2023.08.23	09:00:00	1903.787	1905.186	1901.896	1902.686	3379	0	62
2023.08.23	10:00:00	1902.666	1904.082	1901.304	1903.292	3001	0	62
2023.08.23	11:00:00	1903.263	1904.609	1902.841	1903.327	3218	0	62
2023.08.23	12:00:00	1903.328	1908.498	1902.679	1903.739	5589	0	62
2023.08.23	13:00:00	1903.770	1918.945	1902.960	1918.054	10177	0	62
2023.08.23	14:00:00	1918.089	1918.322	1914.541	1915.667	7987	0	62
2023.08.23	15:00:00	1915.641	1918.337	1915.484	1918.337	4154	0	62
2023.08.23	16:00:00	1918.339	1920.361	1918.269	1919.772	3485	0	62
2023.08.23	17:00:00	1919.801	1919.866	1917.490	1918.043	3263	0	62
2023.08.23	18:00:00	1918.012	1918.180	1916.333	1916.708	2823	0	62
2023.08.23	19:00:00	1916.698	1917.582	1916.472	1916.899	2521	0	62
2023.08.23	20:00:00	1916.871	1916.985	1914.511	1915.391	1778	0	62
2023.08.23	22:00:00	1915.383	1917.638	1915.332	1917.066	1488	0	62
2023.08.23	23:00:00	1917.067	1918.073	1916.295	1917.917	1654	0	62
2023.08.24	00:00:00	1917.918	1919.241	1917.364	1918.646	2255	0	62
2023.08.24	01:00:00	1918.647	1919.091	1917.580	1918.797	3131	0	62
2023.08.24	02:00:00	1918.795	1920.902	1918.743	1919.926	3415	0	62
2023.08.24	03:00:00	1919.919	1921.669	1919.463	1920.936	2858	0	62
2023.08.24	04:00:00	1920.939	1922.303	1920.055	1921.095	2747	0	62
2023.08.24	05:00:00	1921.094	1922.403	1920.328	1921.555	3165	0	62
2023.08.24	06:00:00	1921.572	1922.871	1920.768	1921.680	3992	0	62
2023.08.24	07:00:00	1921.680	1922.176	1919.542	1919.575	3836	0	62
2023.08.24	08:00:00	1919.608	1922.009	1919.524	1920.355	3191	0	62
2023.08.24	09:00:00	1920.341	1921.006	1919.357	1919.597	2929	0	62
2023.08.24	10:00:00	1919.617	1920.753	1918.831	1919.332	2880	0	62
2023.08.24	11:00:00	1919.320	1919.676	1916.463	1916.636	3046	0	62
2023.08.24	12:00:00	1916.635	1916.727	1911.823	1915.168	5986	0	62
2023.08.24	13:00:00	1915.198	1916.787	1911.987	1916.163	6362	0	62
2023.08.24	14:00:00	1916.138	1923.266	1916.125	1921.435	6314	0	62
2023.08.24	15:00:00	1921.471	1922.263	1920.047	1921.076	4299	0	62
2023.08.24	16:00:00	1921.043	1921.476	1917.448	1918.371	3210	0	62
2023.08.24	17:00:00	1918.369	1919.639	1916.783	1917.179	2975	0	62
2023.08.24	18:00:00	1917.215	1918.076	1916.704	1916.920	2601	0	62
2023.08.24	19:00:00	1916.928	1918.123	1916.807	1916.807	2611	0	62
2023.08.24	20:00:00	1916.844	1917.550	1916.336	1916.779	1295	0	62
2023.08.24	22:00:00	1917.002	1917.301	1916.654	1916.957	897	0	62
2023.08.24	23:00:00	1916.957	1916.957	1915.707	1915.916	1416	0	62
2023.08.25	00:00:00	1915.914	1916.597	1915.218	1915.545	2061	0	62
2023.08.25	01:00:00	1915.546	1917.585	1914.727	1917.051	3272	0	62
2023.08.25	02:00:00	1917.018	1917.174	1914.416	1914.909	2925	0	62
2023.08.25	03:00:00	1914.879	1915.027	1913.216	1913.486	2256	0	62
2023.08.25	04:00:00	1913.485	1914.828	1913.336	1913.784	2482	0	62
2023.08.25	05:00:00	1913.790	1914.737	1913.119	1914.395	2635	0	62
2023.08.25	06:00:00	1914.475	1915.105	1912.852	1913.110	3238	0	62
2023.08.25	07:00:00	1913.140	1916.058	1913.140	1914.218	3403	0	62
2023.08.25	08:00:00	1914.215	1915.465	1913.358	1915.419	2955	0	62
2023.08.25	09:00:00	1915.415	1917.998	1915.221	1916.120	2740	0	62
2023.08.25	10:00:00	1916.119	1917.855	1915.733	1917.763	2508	0	62
2023.08.25	11:00:00	1917.760	1918.443	1916.190	1918.345	2808	0	62
2023.08.25	12:00:00	1918.314	1920.302	1916.458	1917.234	4254	0	62
2023.08.25	13:00:00	1917.272	1917.675	1913.384	1915.457	5236	0	62
2023.08.25	14:00:00	1915.431	1922.327	1903.710	1904.652	15955	0	62
2023.08.25	15:00:00	1904.621	1910.673	1904.015	1907.816	7103	0	62
2023.08.25	16:00:00	1907.853	1910.683	1907.649	1910.067	3818	0	62
2023.08.25	17:00:00	1910.080	1912.734	1909.956	1912.344	3484	0	62
2023.08.25	18:00:00	1912.353	1914.763	1911.946	1913.405	3224	0	62
2023.08.25	19:00:00	1913.374	1914.410	1912.178	1914.379	2674	0	62
2023.08.25	20:00:00	1914.360	1914.985	1913.356	1914.390	1387	0	62
2023.08.27	22:00:00	1916.042	1916.087	1914.624	1914.916	1310	0	62
2023.08.27	23:00:00	1914.954	1916.137	1914.391	1915.097	2000	0	62
2023.08.28	00:00:00	1915.097	1916.670	1914.618	1915.787	2169	0	62
2023.08.28	01:00:00	1915.752	1917.421	1915.283	1915.544	3848	0	62
2023.08.28	02:00:00	1915.555	1916.249	1915.164	1915.509	2579	0	62
2023.08.28	03:00:00	1915.509	1917.062	1915.368	1916.291	2199	0	62
2023.08.28	04:00:00	1916.291	1916.755	1914.750	1915.633	1907	0	62
2023.08.28	05:00:00	1915.641	1917.646	1915.226	1915.683	2647	0	62
2023.08.28	06:00:00	1915.684	1917.788	1915.684	1915.960	2931	0	62
2023.08.28	07:00:00	1915.960	1916.389	1914.363	1914.533	2776	0	62
2023.08.28	08:00:00	1914.563	1915.272	1913.546	1914.697	2721	0	62
2023.08.28	09:00:00	1914.698	1915.710	1913.972	1914.132	2212	0	62
2023.08.28	10:00:00	1914.128	1915.217	1913.803	1915.217	2317	0	62
2023.08.28	11:00:00	1915.218	1915.503	1914.460	1914.826	2444	0	62
2023.08.28	12:00:00	1914.826	1917.367	1913.409	1917.127	3970	0	62
2023.08.28	13:00:00	1917.126	1918.855	1912.813	1918.147	5568	0	62
2023.08.28	14:00:00	1918.123	1919.909	1917.322	1918.747	4618	0	62
2023.08.28	15:00:00	1918.779	1926.059	1918.114	1924.801	4694	0	62
2023.08.28	16:00:00	1924.796	1925.264	1920.274	1920.718	3401	0	62
2023.08.28	17:00:00	1920.716	1920.821	1916.921	1920.369	3335	0	62
2023.08.28	18:00:00	1920.395	1920.541	1919.502	1919.591	2232	0	62
2023.08.28	19:00:00	1919.589	1920.615	1919.526	1919.727	2131	0	62
2023.08.28	20:00:00	1919.745	1920.410	1919.659	1920.182	1046	0	62
2023.08.28	22:00:00	1920.145	1920.949	1920.144	1920.818	760	0	62
2023.08.28	23:00:00	1920.818	1921.644	1920.734	1921.255	984	0	62
2023.08.29	00:00:00	1921.267	1922.099	1921.078	1921.681	1761	0	62
2023.08.29	01:00:00	1921.682	1923.079	1921.396	1922.085	2855	0	62
2023.08.29	02:00:00	1922.087	1923.978	1921.481	1923.777	2611	0	62
2023.08.29	03:00:00	1923.809	1925.831	1923.662	1925.429	2640	0	62
2023.08.29	04:00:00	1925.416	1925.612	1923.926	1923.969	2070	0	62
2023.08.29	05:00:00	1923.947	1925.616	1923.312	1924.486	2332	0	62
2023.08.29	06:00:00	1924.451	1925.299	1922.915	1922.978	2923	0	62
2023.08.29	07:00:00	1922.946	1924.956	1921.654	1923.252	3327	0	62
2023.08.29	08:00:00	1923.284	1924.314	1922.288	1922.893	2936	0	62
2023.08.29	09:00:00	1922.863	1924.476	1922.585	1924.342	2756	0	62
2023.08.29	10:00:00	1924.374	1924.392	1920.211	1920.305	3045	0	62
2023.08.29	11:00:00	1920.298	1920.461	1916.748	1917.253	3311	0	62
2023.08.29	12:00:00	1917.253	1917.276	1914.476	1917.053	4867	0	62
2023.08.29	13:00:00	1917.057	1921.941	1916.805	1921.125	5376	0	62
2023.08.29	14:00:00	1921.092	1934.911	1920.939	1934.139	11360	0	62
2023.08.29	15:00:00	1934.159	1937.649	1932.741	1936.795	4753	0	62
2023.08.29	16:00:00	1936.770	1937.696	1934.108	1936.305	3596	0	62
2023.08.29	17:00:00	1936.306	1938.177	1935.898	1937.201	3594	0	62
2023.08.29	18:00:00	1937.205	1937.262	1935.231	1937.100	2611	0	62
2023.08.29	19:00:00	1937.069	1938.189	1936.421	1938.060	2332	0	62
2023.08.29	20:00:00	1938.087	1938.087	1937.297	1937.443	1245	0	62
2023.08.29	22:00:00	1937.309	1937.636	1936.725	1937.198	1224	0	62
2023.08.29	23:00:00	1937.198	1937.558	1935.993	1936.236	1408	0	62
2023.08.30	00:00:00	1936.245	1937.257	1935.992	1936.808	2049	0	62
2023.08.30	01:00:00	1936.808	1937.066	1935.428	1936.208	3118	0	62
2023.08.30	02:00:00	1936.208	1937.535	1936.180	1936.765	2837	0	62
2023.08.30	03:00:00	1936.795	1936.994	1935.951	1936.807	1959	0	62
2023.08.30	04:00:00	1936.807	1937.146	1935.910	1936.100	1897	0	62
2023.08.30	05:00:00	1936.100	1936.905	1935.307	1935.408	2577	0	62
2023.08.30	06:00:00	1935.403	1936.900	1935.220	1936.193	3179	0	62
2023.08.30	07:00:00	1936.177	1936.798	1935.008	1936.526	3213	0	62
2023.08.30	08:00:00	1936.556	1936.955	1935.513	1936.635	3279	0	62
2023.08.30	09:00:00	1936.600	1938.757	1936.006	1938.101	3035	0	62
2023.08.30	10:00:00	1938.088	1938.346	1936.704	1937.976	2612	0	62
2023.08.30	11:00:00	1937.946	1939.675	1937.266	1939.134	3061	0	62
2023.08.30	12:00:00	1939.121	1945.772	1938.816	1945.203	8390	0	62
2023.08.30	13:00:00	1945.160	1948.689	1942.859	1947.468	7687	0	62
2023.08.30	14:00:00	1947.435	1949.074	1945.091	1946.605	6606	0	62
2023.08.30	15:00:00	1946.640	1947.011	1944.118	1944.980	4309	0	62
2023.08.30	16:00:00	1944.948	1945.038	1943.128	1944.920	3458	0	62
2023.08.30	17:00:00	1944.924	1945.633	1943.549	1943.716	2622	0	62
2023.08.30	18:00:00	1943.723	1944.485	1942.851	1943.885	2561	0	62
2023.08.30	19:00:00	1943.869	1943.917	1943.095	1943.454	2086	0	62
2023.08.30	20:00:00	1943.478	1943.649	1942.142	1942.442	1548	0	62
2023.08.30	22:00:00	1943.075	1945.493	1942.827	1944.618	1984	0	62
2023.08.30	23:00:00	1944.615	1944.788	1943.822	1944.254	1548	0	62
2023.08.31	00:00:00	1944.264	1945.535	1944.175	1945.382	1811	0	62
2023.08.31	01:00:00	1945.387	1947.672	1945.372	1947.238	3171	0	62
2023.08.31	02:00:00	1947.235	1947.729	1945.562	1946.202	2520	0	62
2023.08.31	03:00:00	1946.197	1946.201	1944.770	1945.205	2257	0	62
2023.08.31	04:00:00	1945.173	1946.030	1944.924	1945.800	1649	0	62
2023.08.31	05:00:00	1945.801	1945.976	1944.544	1945.379	2477	0	62
2023.08.31	06:00:00	1945.393	1945.748	1943.264	1943.858	2952	0	62
2023.08.31	07:00:00	1943.827	1946.322	1943.827	1945.104	3215	0	62
2023.08.31	08:00:00	1945.111	1945.517	1944.377	1944.432	2841	0	62
2023.08.31	09:00:00	1944.402	1945.200	1943.689	1944.802	2959	0	62
2023.08.31	10:00:00	1944.799	1945.379	1943.931	1944.324	2543	0	62
2023.08.31	11:00:00	1944.326	1945.938	1943.850	1945.702	3025	0	62
2023.08.31	12:00:00	1945.704	1947.838	1943.117	1945.852	6520	0	62
2023.08.31	13:00:00	1945.883	1946.445	1940.404	1943.744	7917	0	62
2023.08.31	14:00:00	1943.774	1945.103	1941.053	1942.984	5873	0	62
2023.08.31	15:00:00	1943.015	1943.745	1939.102	1940.661	4567	0	62
2023.08.31	16:00:00	1940.664	1942.516	1940.579	1941.746	3083	0	62
2023.08.31	17:00:00	1941.749	1941.864	1939.116	1940.490	2891	0	62
2023.08.31	18:00:00	1940.492	1942.123	1940.319	1941.397	2175	0	62
2023.08.31	19:00:00	1941.404	1941.698	1939.955	1940.088	2388	0	62
2023.08.31	20:00:00	1940.123	1940.578	1939.409	1939.825	1366	0	62
2023.08.31	22:00:00	1940.129	1940.346	1939.829	1940.154	1261	0	62
2023.08.31	23:00:00	1940.154	1940.158	1939.112	1939.893	1216	0	62
2023.09.01	00:00:00	1939.897	1940.304	1938.707	1939.345	2008	0	62
2023.09.01	01:00:00	1939.371	1943.992	1939.362	1942.596	3677	0	62
2023.09.01	02:00:00	1942.604	1942.663	1940.043	1940.545	2723	0	62
2023.09.01	03:00:00	1940.509	1940.509	1938.800	1938.976	2308	0	62
2023.09.01	04:00:00	1938.968	1940.229	1938.260	1940.023	1776	0	62
2023.09.01	05:00:00	1940.023	1940.699	1939.259	1939.775	2251	0	62
2023.09.01	06:00:00	1939.806	1940.468	1938.472	1940.395	3262	0	62
2023.09.01	07:00:00	1940.430	1943.526	1940.325	1943.141	3215	0	62
2023.09.01	08:00:00	1943.133	1943.790	1941.942	1942.994	2793	0	62
2023.09.01	09:00:00	1942.996	1944.510	1942.931	1944.261	2466	0	62
2023.09.01	10:00:00	1944.261	1944.428	1943.502	1944.321	2326	0	62
2023.09.01	11:00:00	1944.320	1945.890	1944.045	1944.510	2966	0	62
2023.09.01	12:00:00	1944.500	1952.820	1944.285	1949.904	8913	0	62
2023.09.01	13:00:00	1949.938	1951.551	1940.147	1943.882	10422	0	62
2023.09.01	14:00:00	1943.841	1943.841	1934.452	1940.124	10482	0	62
2023.09.01	15:00:00	1940.102	1940.525	1936.754	1938.848	4621	0	62
2023.09.01	16:00:00	1938.849	1939.869	1937.646	1938.152	3309	0	62
2023.09.01	17:00:00	1938.158	1941.599	1937.379	1941.174	2907	0	62
2023.09.01	18:00:00	1941.175	1941.216	1940.302	1941.128	2138	0	62
2023.09.01	19:00:00	1941.098	1941.375	1940.474	1940.559	2097	0	62
2023.09.01	20:00:00	1940.560	1940.736	1939.294	1939.772	1222	0	62
2023.09.03	22:00:00	1940.056	1940.274	1939.475	1939.603	904	0	62
2023.09.03	23:00:00	1939.605	1941.069	1939.576	1940.627	1248	0	62
2023.09.04	00:00:00	1940.626	1941.717	1940.167	1940.953	1940	0	62
2023.09.04	01:00:00	1940.949	1944.014	1940.509	1943.051	3639	0	62
2023.09.04	02:00:00	1943.081	1946.109	1943.045	1945.715	3005	0	62
2023.09.04	03:00:00	1945.717	1946.029	1944.929	1945.000	2012	0	62
2023.09.04	04:00:00	1944.989	1945.210	1944.334	1945.147	1682	0	62
2023.09.04	05:00:00	1945.145	1945.872	1944.113	1944.530	2658	0	62
2023.09.04	06:00:00	1944.534	1946.301	1944.435	1945.121	3173	0	62
2023.09.04	07:00:00	1945.122	1945.264	1943.147	1943.849	3137	0	62
2023.09.04	08:00:00	1943.844	1944.486	1942.714	1943.880	2490	0	62
2023.09.04	09:00:00	1943.874	1944.231	1940.843	1941.003	2797	0	62
2023.09.04	10:00:00	1941.006	1942.759	1940.319	1940.494	2455	0	62
2023.09.04	11:00:00	1940.501	1941.979	1939.885	1941.657	2264	0	62
2023.09.04	12:00:00	1941.669	1941.749	1939.922	1939.979	2442	0	62
2023.09.04	13:00:00	1939.979	1940.226	1937.929	1938.266	3671	0	62
2023.09.04	14:00:00	1938.229	1938.779	1936.756	1938.369	2983	0	62
2023.09.04	15:00:00	1938.368	1939.056	1938.133	1938.667	2099	0	62
2023.09.04	16:00:00	1938.666	1938.891	1938.003	1938.360	1702	0	62
2023.09.04	17:00:00	1938.360	1938.402	1938.000	1938.187	256	0	62
2023.09.04	22:00:00	1938.526	1938.811	1938.010	1938.140	976	0	62
2023.09.04	23:00:00	1938.139	1938.621	1937.697	1937.728	1080	0	62
2023.09.05	00:00:00	1937.619	1937.997	1937.014	1937.857	1856	0	62
2023.09.05	01:00:00	1937.849	1938.687	1934.889	1935.854	3170	0	62
2023.09.05	02:00:00	1935.856	1937.530	1935.227	1937.089	2923	0	62
2023.09.05	03:00:00	1937.099	1937.430	1936.140	1936.994	2264	0	62
2023.09.05	04:00:00	1936.994	1938.956	1936.950	1938.618	1935	0	62
2023.09.05	05:00:00	1938.620	1938.996	1936.623	1937.093	2599	0	62
2023.09.05	06:00:00	1937.117	1937.308	1935.241	1936.759	3569	0	62
2023.09.05	07:00:00	1936.791	1938.303	1935.545	1935.609	3491	0	62
2023.09.05	08:00:00	1935.609	1935.693	1932.258	1933.457	3359	0	62
2023.09.05	09:00:00	1933.461	1933.482	1930.569	1930.748	3207	0	62
2023.09.05	10:00:00	1930.718	1932.403	1930.252	1931.121	2834	0	62
2023.09.05	11:00:00	1931.121	1931.910	1929.980	1930.497	3198	0	62
2023.09.05	12:00:00	1930.466	1934.695	1927.968	1933.813	6722	0	62
2023.09.05	13:00:00	1933.851	1934.261	1926.765	1927.819	7836	0	62
2023.09.05	14:00:00	1927.851	1928.327	1925.391	1927.443	6262	0	62
2023.09.05	15:00:00	1927.462	1928.968	1926.139	1926.139	4151	0	62
2023.09.05	16:00:00	1926.108	1927.947	1926.071	1927.268	3047	0	62
2023.09.05	17:00:00	1927.302	1927.481	1926.272	1926.538	2674	0	62
2023.09.05	18:00:00	1926.538	1927.505	1925.977	1926.015	2113	0	62
2023.09.05	19:00:00	1926.016	1927.327	1925.481	1925.849	2263	0	62
2023.09.05	20:00:00	1925.880	1926.456	1925.456	1925.958	1268	0	62
2023.09.05	22:00:00	1926.348	1926.538	1926.065	1926.413	741	0	62
2023.09.05	23:00:00	1926.415	1926.952	1925.879	1926.628	1469	0	62
2023.09.06	00:00:00	1926.637	1926.751	1924.477	1924.739	2015	0	62
2023.09.06	01:00:00	1924.739	1925.662	1924.258	1924.859	3309	0	62
2023.09.06	02:00:00	1924.889	1926.764	1924.415	1926.430	2500	0	62
2023.09.06	03:00:00	1926.418	1926.651	1925.778	1926.569	2234	0	62
2023.09.06	04:00:00	1926.562	1927.380	1926.486	1927.271	1705	0	62
2023.09.06	05:00:00	1927.303	1928.497	1927.194	1928.240	2580	0	62
2023.09.06	06:00:00	1928.232	1928.366	1925.655	1926.135	3138	0	62
2023.09.06	07:00:00	1926.130	1926.647	1922.879	1922.960	4081	0	62
2023.09.06	08:00:00	1922.993	1924.938	1922.607	1924.754	3156	0	62
2023.09.06	09:00:00	1924.752	1925.547	1922.874	1925.308	2774	0	62
2023.09.06	10:00:00	1925.339	1927.762	1925.332	1926.479	2887	0	62
2023.09.06	11:00:00	1926.510	1926.995	1925.333	1925.440	2743	0	62
2023.09.06	12:00:00	1925.432	1927.312	1923.153	1923.222	4246	0	62
2023.09.06	13:00:00	1923.191	1929.166	1921.168	1928.183	7146	0	62
2023.09.06	14:00:00	1928.139	1928.139	1915.311	1918.166	9894	0	62
2023.09.06	15:00:00	1918.152	1918.288	1915.555	1916.805	4439	0	62
2023.09.06	16:00:00	1916.808	1920.267	1916.281	1920.016	3221	0	62
2023.09.06	17:00:00	1920.016	1920.691	1917.564	1917.683	2770	0	62
2023.09.06	18:00:00	1917.683	1918.166	1916.028	1917.682	2123	0	62
2023.09.06	19:00:00	1917.682	1917.743	1916.371	1916.711	2083	0	62
2023.09.06	20:00:00	1916.741	1917.055	1915.990	1916.420	1295	0	62
2023.09.06	22:00:00	1917.495	1918.172	1917.335	1917.578	1238	0	62
2023.09.06	23:00:00	1917.589	1917.902	1916.973	1917.160	1197	0	62
2023.09.07	00:00:00	1917.155	1917.158	1916.352	1916.845	1873	0	62
2023.09.07	01:00:00	1916.848	1919.659	1916.679	1919.536	2978	0	62
2023.09.07	02:00:00	1919.566	1919.826	1917.767	1919.795	2609	0	62
2023.09.07	03:00:00	1919.788	1920.730	1919.440	1920.185	2347	0	62
2023.09.07	04:00:00	1920.168	1920.278	1918.065	1919.010	1999	0	62
2023.09.07	05:00:00	1918.999	1919.344	1917.458	1917.530	2597	0	62
2023.09.07	06:00:00	1917.507	1919.810	1917.507	1918.425	3180	0	62
2023.09.07	07:00:00	1918.459	1918.747	1917.138	1918.413	3337	0	62
2023.09.07	08:00:00	1918.381	1919.319	1917.405	1918.875	2951	0	62
2023.09.07	09:00:00	1918.886	1920.522	1918.638	1920.279	2669	0	62
2023.09.07	10:00:00	1920.256	1921.177	1919.551	1920.082	2522	0	62
2023.09.07	11:00:00	1920.081	1922.326	1920.032	1921.842	3010	0	62
2023.09.07	12:00:00	1921.856	1923.590	1916.232	1923.287	6059	0	62
2023.09.07	13:00:00	1923.253	1923.522	1918.194	1919.939	6804	0	62
2023.09.07	14:00:00	1920.009	1921.522	1917.230	1918.079	4986	0	62
2023.09.07	15:00:00	1918.053	1921.371	1917.249	1920.974	3664	0	62
2023.09.07	16:00:00	1920.972	1921.447	1918.057	1918.070	2531	0	62
2023.09.07	17:00:00	1918.060	1919.331	1917.482	1918.423	2423	0	62
2023.09.07	18:00:00	1918.426	1920.737	1918.079	1920.362	2177	0	62
2023.09.07	19:00:00	1920.353	1920.563	1918.684	1918.785	1850	0	62
2023.09.07	20:00:00	1918.817	1919.778	1918.817	1919.588	1108	0	62
2023.09.07	22:00:00	1919.622	1920.187	1919.384	1919.814	945	0	62
2023.09.07	23:00:00	1919.812	1920.363	1919.807	1920.316	1135	0	62
2023.09.08	00:00:00	1920.324	1924.427	1920.132	1923.746	3287	0	62
2023.09.08	01:00:00	1923.738	1926.060	1922.926	1925.912	4431	0	62
2023.09.08	02:00:00	1925.913	1927.200	1925.102	1925.998	3041	0	62
2023.09.08	03:00:00	1925.975	1926.269	1924.398	1924.974	2059	0	62
2023.09.08	04:00:00	1924.974	1925.078	1924.305	1924.535	1697	0	62
2023.09.08	05:00:00	1924.536	1925.946	1924.331	1925.717	2239	0	62
2023.09.08	06:00:00	1925.717	1927.305	1924.914	1925.365	3189	0	62
2023.09.08	07:00:00	1925.366	1925.991	1923.878	1924.141	3256	0	62
2023.09.08	08:00:00	1924.135	1924.805	1923.410	1924.725	2990	0	62
2023.09.08	09:00:00	1924.721	1925.882	1923.952	1925.232	2791	0	62
2023.09.08	10:00:00	1925.241	1925.608	1923.410	1923.541	2336	0	62
2023.09.08	11:00:00	1923.571	1923.959	1922.676	1923.022	2712	0	62
2023.09.08	12:00:00	1923.023	1926.077	1920.399	1920.431	4464	0	62
2023.09.08	13:00:00	1920.462	1928.854	1920.197	1928.596	6134	0	62
2023.09.08	14:00:00	1928.565	1929.708	1923.841	1923.858	6008	0	62
2023.09.08	15:00:00	1923.889	1924.241	1919.218	1919.615	4250	0	62
2023.09.08	16:00:00	1919.614	1919.918	1917.365	1919.710	3107	0	62
2023.09.08	17:00:00	1919.718	1920.513	1918.837	1920.486	2321	0	62
2023.09.08	18:00:00	1920.487	1920.700	1918.430	1918.597	1886	0	62
2023.09.08	19:00:00	1918.597	1919.412	1918.140	1919.225	1698	0	62
2023.09.08	20:00:00	1919.214	1919.416	1918.825	1919.042	1010	0	62
2023.09.10	22:00:00	1919.689	1919.722	1917.985	1918.325	1766	0	62
2023.09.10	23:00:00	1918.323	1919.703	1916.645	1918.869	2278	0	62
2023.09.11	00:00:00	1918.863	1920.278	1918.385	1920.079	2817	0	62
2023.09.11	01:00:00	1920.082	1923.152	1919.155	1922.468	3888	0	62
2023.09.11	02:00:00	1922.461	1924.093	1922.368	1922.735	3261	0	62
2023.09.11	03:00:00	1922.732	1923.638	1922.353	1923.343	2527	0	62
2023.09.11	04:00:00	1923.342	1926.675	1922.989	1926.435	3136	0	62
