<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.04	22:00:00	1787.371	1787.675	1785.555	1785.561	2324	0	0
2021.07.04	23:00:00	1785.561	1786.980	1785.559	1786.278	1467	0	62
2021.07.05	00:00:00	1786.281	1786.286	1784.520	1786.002	2076	0	62
2021.07.05	01:00:00	1785.998	1789.936	1785.071	1789.427	4110	0	62
2021.07.05	02:00:00	1789.429	1789.666	1787.314	1788.056	2752	0	62
2021.07.05	03:00:00	1788.043	1788.459	1785.419	1785.516	2273	0	62
2021.07.05	04:00:00	1785.529	1787.967	1785.352	1787.442	1783	0	62
2021.07.05	05:00:00	1787.445	1788.351	1785.977	1786.185	2714	0	62
2021.07.05	06:00:00	1786.181	1791.220	1784.730	1790.545	3649	0	62
2021.07.05	07:00:00	1790.500	1793.096	1789.087	1792.689	3486	0	62
2021.07.05	08:00:00	1792.719	1794.691	1791.062	1792.816	3122	0	62
2021.07.05	09:00:00	1792.778	1793.483	1790.098	1791.435	3140	0	62
2021.07.05	10:00:00	1791.427	1793.276	1790.739	1793.099	2619	0	62
2021.07.05	11:00:00	1793.145	1793.189	1789.244	1789.653	2683	0	62
2021.07.05	12:00:00	1789.656	1792.646	1789.656	1791.880	3027	0	62
2021.07.05	13:00:00	1791.882	1793.192	1791.007	1791.196	3278	0	62
2021.07.05	14:00:00	1791.242	1791.976	1790.221	1791.023	2679	0	62
2021.07.05	15:00:00	1791.025	1791.892	1789.881	1790.892	2300	0	62
2021.07.05	16:00:00	1790.908	1791.906	1790.055	1791.743	1828	0	62
2021.07.05	22:00:00	1791.728	1792.792	1791.394	1791.895	2240	0	0
2021.07.05	23:00:00	1791.895	1792.191	1790.888	1791.318	1266	0	112
2021.07.06	00:00:00	1791.305	1792.809	1791.010	1791.919	2227	0	112
2021.07.06	01:00:00	1791.918	1796.303	1790.904	1795.622	3983	0	62
2021.07.06	02:00:00	1795.604	1799.927	1794.592	1797.574	3607	0	62
2021.07.06	03:00:00	1797.571	1799.137	1796.835	1797.409	2649	0	62
2021.07.06	04:00:00	1797.409	1800.776	1797.409	1800.776	2733	0	62
2021.07.06	05:00:00	1800.787	1804.278	1800.131	1803.973	3250	0	62
2021.07.06	06:00:00	1804.021	1806.586	1804.021	1804.934	3927	0	112
2021.07.06	07:00:00	1804.933	1809.156	1804.850	1807.387	4056	0	63
2021.07.06	08:00:00	1807.424	1807.816	1802.377	1805.891	4001	0	112
2021.07.06	09:00:00	1805.941	1808.495	1805.612	1807.457	3516	0	112
2021.07.06	10:00:00	1807.474	1809.269	1806.288	1807.417	3095	0	112
2021.07.06	11:00:00	1807.465	1810.853	1806.847	1809.915	3445	0	112
2021.07.06	12:00:00	1809.866	1815.054	1807.608	1809.318	5435	0	112
2021.07.06	13:00:00	1809.297	1811.462	1806.513	1810.691	6811	0	112
2021.07.06	14:00:00	1810.738	1812.588	1803.909	1804.664	8023	0	112
2021.07.06	15:00:00	1804.614	1805.673	1795.826	1796.735	6105	0	62
2021.07.06	16:00:00	1796.688	1796.733	1790.045	1794.287	6673	0	62
2021.07.06	17:00:00	1794.264	1796.365	1793.044	1795.546	3960	0	62
2021.07.06	18:00:00	1795.516	1797.509	1794.333	1796.775	3345	0	62
2021.07.06	19:00:00	1796.792	1797.684	1796.371	1796.633	2761	0	62
2021.07.06	20:00:00	1796.586	1797.362	1796.337	1797.148	1410	0	112
2021.07.06	22:00:00	1796.318	1796.952	1795.115	1795.507	2709	0	0
2021.07.06	23:00:00	1795.476	1796.677	1795.147	1795.644	1771	0	112
2021.07.07	00:00:00	1795.597	1796.051	1793.962	1795.323	2762	0	112
2021.07.07	01:00:00	1795.320	1802.909	1794.421	1802.473	4062	0	112
2021.07.07	02:00:00	1802.476	1802.835	1799.363	1800.044	2799	0	112
2021.07.07	03:00:00	1800.058	1801.270	1798.514	1801.130	2277	0	62
2021.07.07	04:00:00	1801.136	1801.786	1797.342	1797.947	2477	0	62
2021.07.07	05:00:00	1797.942	1802.528	1797.500	1801.890	3041	0	62
2021.07.07	06:00:00	1801.843	1804.654	1800.375	1803.242	3596	0	62
2021.07.07	07:00:00	1803.246	1806.644	1800.873	1805.513	3819	0	62
2021.07.07	08:00:00	1805.466	1807.671	1803.410	1804.434	3479	0	112
2021.07.07	09:00:00	1804.434	1806.586	1803.367	1806.522	3125	0	112
2021.07.07	10:00:00	1806.501	1808.414	1806.065	1806.737	3132	0	62
2021.07.07	11:00:00	1806.743	1808.505	1806.144	1806.573	2966	0	112
2021.07.07	12:00:00	1806.595	1809.768	1803.645	1804.603	5462	0	112
2021.07.07	13:00:00	1804.558	1807.666	1800.785	1806.805	6389	0	112
2021.07.07	14:00:00	1806.854	1807.273	1796.997	1805.661	7443	0	62
2021.07.07	15:00:00	1805.616	1806.957	1800.735	1803.528	4736	0	62
2021.07.07	16:00:00	1803.564	1805.503	1801.202	1801.783	3798	0	62
2021.07.07	17:00:00	1801.800	1804.077	1800.606	1803.269	3449	0	62
2021.07.07	18:00:00	1803.303	1808.253	1802.708	1803.997	5924	0	112
2021.07.07	19:00:00	1804.043	1804.818	1802.436	1803.544	3113	0	62
2021.07.07	20:00:00	1803.497	1804.001	1802.446	1803.735	1542	0	112
2021.07.07	22:00:00	1803.770	1805.463	1803.407	1805.306	2568	0	0
2021.07.07	23:00:00	1805.307	1805.596	1803.376	1803.378	1602	0	112
2021.07.08	00:00:00	1803.374	1804.864	1802.765	1804.446	2288	0	112
2021.07.08	01:00:00	1804.440	1804.996	1799.230	1799.724	3894	0	112
2021.07.08	02:00:00	1799.699	1800.680	1796.478	1798.369	3382	0	62
2021.07.08	03:00:00	1798.367	1799.620	1797.390	1797.514	2340	0	62
2021.07.08	04:00:00	1797.514	1798.495	1796.311	1797.910	1958	0	62
2021.07.08	05:00:00	1797.908	1799.315	1796.520	1797.997	3145	0	62
2021.07.08	06:00:00	1797.951	1799.670	1796.419	1797.530	4272	0	62
2021.07.08	07:00:00	1797.509	1810.942	1797.359	1807.407	5738	0	62
2021.07.08	08:00:00	1807.456	1815.204	1805.336	1813.439	5519	0	112
2021.07.08	09:00:00	1813.436	1814.246	1809.263	1812.939	4286	0	112
2021.07.08	10:00:00	1812.985	1817.930	1806.565	1817.431	4831	0	112
2021.07.08	11:00:00	1817.383	1817.428	1812.738	1814.134	4868	0	112
2021.07.08	12:00:00	1814.116	1818.406	1811.838	1813.617	6170	0	112
2021.07.08	13:00:00	1813.581	1817.037	1807.204	1808.593	8195	0	112
2021.07.08	14:00:00	1808.640	1810.607	1801.581	1801.601	6825	0	112
2021.07.08	15:00:00	1801.646	1802.348	1794.130	1796.784	6088	0	62
2021.07.08	16:00:00	1796.790	1798.682	1796.272	1797.566	3779	0	62
2021.07.08	17:00:00	1797.572	1800.712	1797.550	1799.758	3467	0	62
2021.07.08	18:00:00	1799.725	1800.341	1798.418	1800.313	3143	0	62
2021.07.08	19:00:00	1800.317	1802.891	1796.620	1802.264	3383	0	62
2021.07.08	20:00:00	1802.219	1803.735	1801.821	1802.400	1799	0	112
2021.07.08	22:00:00	1802.784	1803.462	1802.531	1803.099	2159	0	0
2021.07.08	23:00:00	1803.099	1804.515	1802.694	1803.817	1519	0	112
2021.07.09	00:00:00	1803.830	1804.245	1800.725	1800.790	2624	0	112
2021.07.09	01:00:00	1800.744	1807.212	1799.324	1806.277	4326	0	112
2021.07.09	02:00:00	1806.302	1807.845	1803.598	1806.400	3247	0	112
2021.07.09	03:00:00	1806.402	1806.624	1804.546	1805.271	2831	0	112
2021.07.09	04:00:00	1805.286	1805.403	1801.223	1801.235	2573	0	112
2021.07.09	05:00:00	1801.280	1803.228	1799.618	1800.337	3729	0	62
2021.07.09	06:00:00	1800.291	1801.761	1796.688	1798.445	4287	0	62
2021.07.09	07:00:00	1798.434	1806.025	1796.910	1804.640	4643	0	62
2021.07.09	08:00:00	1804.685	1805.738	1800.595	1802.602	3892	0	62
2021.07.09	09:00:00	1802.568	1805.701	1801.444	1804.507	3879	0	62
2021.07.09	10:00:00	1804.476	1805.221	1802.723	1803.013	3481	0	62
2021.07.09	11:00:00	1802.968	1803.179	1798.276	1800.286	4299	0	62
2021.07.09	12:00:00	1800.240	1803.950	1798.521	1802.465	4834	0	112
2021.07.09	13:00:00	1802.473	1805.173	1801.189	1803.839	5168	0	62
2021.07.09	14:00:00	1803.847	1808.685	1803.693	1808.357	5565	0	112
2021.07.09	15:00:00	1808.405	1811.595	1807.388	1807.956	3917	0	112
2021.07.09	16:00:00	1807.957	1810.549	1807.943	1810.362	3055	0	112
2021.07.09	17:00:00	1810.413	1811.450	1809.251	1810.595	2904	0	62
2021.07.09	18:00:00	1810.594	1812.364	1810.027	1812.205	2736	0	112
2021.07.09	19:00:00	1812.235	1812.345	1807.785	1807.991	2642	0	62
2021.07.09	20:00:00	1808.019	1808.957	1807.251	1808.316	1202	0	112
2021.07.11	22:00:00	1808.143	1808.490	1807.448	1807.824	2462	0	0
2021.07.11	23:00:00	1807.863	1808.549	1806.395	1806.498	1366	0	112
2021.07.12	00:00:00	1806.546	1809.453	1805.522	1808.963	2223	0	112
2021.07.12	01:00:00	1808.963	1810.867	1804.312	1805.508	3780	0	112
2021.07.12	02:00:00	1805.561	1807.403	1805.052	1805.328	2898	0	112
2021.07.12	03:00:00	1805.334	1805.603	1802.335	1803.009	2444	0	112
2021.07.12	04:00:00	1803.009	1803.835	1801.997	1803.013	1916	0	112
2021.07.12	05:00:00	1803.024	1803.024	1800.402	1802.390	2729	0	112
2021.07.12	06:00:00	1802.392	1802.440	1799.001	1800.854	3347	0	112
2021.07.12	07:00:00	1800.874	1806.115	1798.976	1804.059	3800	0	62
2021.07.12	08:00:00	1804.072	1805.039	1801.976	1803.191	3107	0	62
2021.07.12	09:00:00	1803.236	1805.062	1800.538	1801.844	3498	0	112
2021.07.12	10:00:00	1801.889	1802.402	1798.611	1800.353	3483	0	112
2021.07.12	11:00:00	1800.399	1801.656	1798.290	1800.073	3320	0	62
2021.07.12	12:00:00	1800.068	1804.034	1799.020	1802.868	4275	0	112
2021.07.12	13:00:00	1802.822	1805.143	1792.106	1792.336	6471	0	62
2021.07.12	14:00:00	1792.367	1807.514	1791.503	1805.342	6416	0	62
2021.07.12	15:00:00	1805.388	1806.643	1803.349	1805.182	3758	0	112
2021.07.12	16:00:00	1805.184	1806.172	1804.396	1805.721	3045	0	112
2021.07.12	17:00:00	1805.717	1806.311	1804.007	1805.810	2932	0	112
2021.07.12	18:00:00	1805.820	1806.604	1805.235	1806.498	2610	0	112
2021.07.12	19:00:00	1806.491	1807.528	1805.251	1806.421	2712	0	112
2021.07.12	20:00:00	1806.372	1806.372	1805.118	1806.122	1376	0	112
2021.07.12	22:00:00	1806.299	1807.080	1806.154	1807.003	1785	0	0
2021.07.12	23:00:00	1807.049	1807.582	1806.447	1807.176	1055	0	112
2021.07.13	00:00:00	1807.173	1808.578	1806.801	1807.254	1927	0	112
2021.07.13	01:00:00	1807.299	1811.111	1806.808	1810.739	2854	0	112
2021.07.13	02:00:00	1810.735	1812.766	1809.621	1811.862	2615	0	112
2021.07.13	03:00:00	1811.909	1811.965	1808.793	1809.385	1905	0	112
2021.07.13	04:00:00	1809.389	1810.355	1808.617	1809.784	1506	0	112
2021.07.13	05:00:00	1809.784	1809.830	1806.149	1806.639	2499	0	112
2021.07.13	06:00:00	1806.695	1812.369	1806.481	1810.726	3376	0	112
2021.07.13	07:00:00	1810.681	1812.155	1809.652	1809.980	3416	0	112
2021.07.13	08:00:00	1809.978	1810.025	1805.859	1808.986	3112	0	112
2021.07.13	09:00:00	1808.990	1809.499	1806.510	1808.375	2811	0	112
2021.07.13	10:00:00	1808.371	1810.033	1807.388	1808.690	2630	0	112
2021.07.13	11:00:00	1808.690	1809.564	1807.105	1809.447	2900	0	112
2021.07.13	12:00:00	1809.447	1817.109	1798.682	1800.298	10753	0	112
2021.07.13	13:00:00	1800.332	1815.290	1798.969	1813.919	9201	0	63
2021.07.13	14:00:00	1813.873	1814.436	1808.740	1812.828	5649	0	112
2021.07.13	15:00:00	1812.844	1814.915	1810.659	1813.299	3598	0	112
2021.07.13	16:00:00	1813.308	1813.976	1811.289	1811.562	3071	0	112
2021.07.13	17:00:00	1811.559	1811.645	1807.175	1807.415	4566	0	62
2021.07.13	18:00:00	1807.403	1809.652	1805.242	1807.443	3769	0	112
2021.07.13	19:00:00	1807.395	1809.614	1806.425	1808.495	3161	0	112
2021.07.13	20:00:00	1808.546	1808.802	1807.053	1807.643	1426	0	112
2021.07.13	22:00:00	1807.888	1808.286	1807.614	1807.672	2105	0	0
2021.07.13	23:00:00	1807.649	1807.649	1805.644	1806.088	1349	0	112
2021.07.14	00:00:00	1806.092	1807.850	1804.551	1807.370	2328	0	112
2021.07.14	01:00:00	1807.371	1810.447	1806.878	1808.999	3552	0	112
2021.07.14	02:00:00	1808.972	1812.506	1808.742	1811.714	2735	0	112
2021.07.14	03:00:00	1811.708	1813.568	1811.708	1812.686	2030	0	112
2021.07.14	04:00:00	1812.687	1813.881	1811.304	1811.761	1674	0	112
2021.07.14	05:00:00	1811.756	1813.825	1811.672	1812.934	2403	0	112
2021.07.14	06:00:00	1812.955	1815.081	1811.988	1812.324	3262	0	112
2021.07.14	07:00:00	1812.376	1813.934	1809.874	1812.688	3578	0	112
2021.07.14	08:00:00	1812.698	1815.376	1811.561	1814.085	3333	0	112
2021.07.14	09:00:00	1814.095	1815.070	1812.784	1813.923	3030	0	112
2021.07.14	10:00:00	1813.971	1817.605	1813.271	1815.264	3381	0	112
2021.07.14	11:00:00	1815.218	1817.803	1814.762	1816.889	3431	0	112
2021.07.14	12:00:00	1816.934	1829.768	1816.532	1828.630	8787	0	112
2021.07.14	13:00:00	1828.576	1829.801	1820.598	1823.328	6533	0	112
2021.07.14	14:00:00	1823.281	1825.707	1819.503	1820.563	6044	0	63
2021.07.14	15:00:00	1820.516	1824.299	1819.856	1822.621	4492	0	112
2021.07.14	16:00:00	1822.668	1823.303	1820.143	1821.917	3535	0	63
2021.07.14	17:00:00	1821.957	1825.427	1821.819	1823.893	3363	0	112
2021.07.14	18:00:00	1823.897	1826.093	1823.656	1825.163	2992	0	112
2021.07.14	19:00:00	1825.210	1827.380	1825.158	1827.380	2728	0	112
2021.07.14	20:00:00	1827.427	1828.258	1827.011	1827.416	1376	0	112
2021.07.14	22:00:00	1827.273	1828.697	1825.660	1826.236	3620	0	0
2021.07.14	23:00:00	1826.277	1827.710	1825.651	1826.469	1531	0	112
2021.07.15	00:00:00	1826.470	1827.675	1824.827	1825.005	2232	0	112
2021.07.15	01:00:00	1825.051	1829.180	1824.364	1827.722	3330	0	112
2021.07.15	02:00:00	1827.704	1828.177	1825.275	1825.986	2609	0	112
2021.07.15	03:00:00	1825.990	1826.223	1823.707	1825.594	2236	0	112
2021.07.15	04:00:00	1825.596	1827.145	1825.511	1826.188	1849	0	112
2021.07.15	05:00:00	1826.188	1830.006	1825.888	1828.976	2810	0	112
2021.07.15	06:00:00	1829.024	1832.669	1828.864	1831.219	3783	0	112
2021.07.15	07:00:00	1831.195	1834.132	1830.827	1830.829	3534	0	112
2021.07.15	08:00:00	1830.783	1832.525	1829.536	1832.310	3296	0	112
2021.07.15	09:00:00	1832.258	1832.948	1831.402	1832.007	2720	0	112
2021.07.15	10:00:00	1831.997	1832.201	1823.440	1824.246	4314	0	112
2021.07.15	11:00:00	1824.217	1826.726	1822.736	1825.809	4178	0	62
2021.07.15	12:00:00	1825.796	1828.609	1822.554	1823.404	4901	0	112
2021.07.15	13:00:00	1823.355	1827.159	1822.382	1825.358	5295	0	112
2021.07.15	14:00:00	1825.310	1825.548	1820.530	1821.177	5460	0	112
2021.07.15	15:00:00	1821.155	1825.988	1820.311	1825.465	3781	0	112
2021.07.15	16:00:00	1825.510	1827.380	1824.809	1827.056	3454	0	112
2021.07.15	17:00:00	1827.056	1829.867	1826.165	1829.621	3623	0	112
2021.07.15	18:00:00	1829.630	1829.819	1827.783	1828.917	3145	0	112
2021.07.15	19:00:00	1828.919	1830.288	1827.698	1828.475	3015	0	112
2021.07.15	20:00:00	1828.426	1829.793	1828.285	1829.516	1366	0	112
2021.07.15	22:00:00	1829.638	1830.206	1829.149	1829.875	2341	0	0
2021.07.15	23:00:00	1829.865	1832.022	1829.544	1829.544	1432	0	112
2021.07.16	00:00:00	1829.543	1831.234	1829.229	1829.361	2279	0	112
2021.07.16	01:00:00	1829.385	1831.540	1826.139	1826.343	3509	0	112
2021.07.16	02:00:00	1826.389	1827.272	1825.739	1826.865	2323	0	112
2021.07.16	03:00:00	1826.881	1829.098	1826.704	1827.477	2200	0	112
2021.07.16	04:00:00	1827.496	1827.897	1826.232	1826.455	1470	0	112
2021.07.16	05:00:00	1826.500	1827.268	1824.614	1824.646	2508	0	112
2021.07.16	06:00:00	1824.593	1826.148	1823.609	1823.924	3321	0	112
2021.07.16	07:00:00	1823.911	1826.187	1820.852	1822.749	3664	0	112
2021.07.16	08:00:00	1822.702	1824.714	1821.678	1822.874	3271	0	112
2021.07.16	09:00:00	1822.840	1824.161	1821.672	1823.845	3055	0	112
2021.07.16	10:00:00	1823.851	1824.195	1817.172	1819.536	3285	0	112
2021.07.16	11:00:00	1819.490	1820.254	1815.488	1817.874	4041	0	112
2021.07.16	12:00:00	1817.908	1825.418	1817.311	1822.856	5913	0	112
2021.07.16	13:00:00	1822.849	1826.612	1821.690	1825.032	6124	0	112
2021.07.16	14:00:00	1825.035	1826.068	1811.934	1812.754	8309	0	112
2021.07.16	15:00:00	1812.710	1814.780	1809.550	1812.808	5555	0	112
2021.07.16	16:00:00	1812.785	1817.164	1812.499	1815.299	3677	0	112
2021.07.16	17:00:00	1815.345	1816.436	1812.699	1812.838	3499	0	112
2021.07.16	18:00:00	1812.801	1813.871	1811.537	1813.298	3126	0	112
2021.07.16	19:00:00	1813.332	1813.577	1809.031	1810.389	3300	0	112
2021.07.16	20:00:00	1810.434	1812.102	1810.104	1812.101	1444	0	112
2021.07.18	22:00:00	1811.318	1812.190	1810.445	1812.050	3061	0	0
2021.07.18	23:00:00	1812.045	1815.937	1811.889	1815.794	1828	0	112
2021.07.19	00:00:00	1815.793	1817.344	1814.345	1814.875	2565	0	112
2021.07.19	01:00:00	1814.897	1816.262	1812.398	1812.665	3661	0	112
2021.07.19	02:00:00	1812.661	1814.020	1811.851	1812.010	2694	0	112
2021.07.19	03:00:00	1811.964	1814.042	1811.169	1813.065	2185	0	112
2021.07.19	04:00:00	1813.082	1815.376	1812.130	1812.391	2032	0	112
2021.07.19	05:00:00	1812.384	1813.299	1810.549	1811.116	2755	0	112
2021.07.19	06:00:00	1811.101	1811.398	1803.396	1803.473	4312	0	112
2021.07.19	07:00:00	1803.482	1807.561	1802.623	1805.940	4072	0	62
2021.07.19	08:00:00	1805.894	1805.986	1802.570	1804.341	3875	0	62
2021.07.19	09:00:00	1804.343	1804.881	1801.858	1802.997	3562	0	62
2021.07.19	10:00:00	1802.987	1804.074	1801.817	1803.845	3680	0	62
2021.07.19	11:00:00	1803.848	1806.617	1799.139	1800.617	4218	0	62
2021.07.19	12:00:00	1800.570	1810.110	1794.959	1809.021	7625	0	62
2021.07.19	13:00:00	1809.066	1815.505	1808.262	1815.360	7349	0	112
2021.07.19	14:00:00	1815.385	1815.584	1810.771	1811.407	6090	0	112
2021.07.19	15:00:00	1811.452	1811.632	1804.877	1808.373	5050	0	62
2021.07.19	16:00:00	1808.419	1809.072	1805.701	1808.887	4074	0	112
2021.07.19	17:00:00	1808.842	1809.577	1807.412	1807.671	3694	0	62
2021.07.19	18:00:00	1807.650	1808.373	1807.155	1807.643	3255	0	62
2021.07.19	19:00:00	1807.597	1812.153	1806.945	1812.140	3162	0	62
2021.07.19	20:00:00	1812.187	1813.370	1811.117	1812.768	1547	0	112
2021.07.19	22:00:00	1813.034	1813.084	1811.965	1812.055	2031	0	0
2021.07.19	23:00:00	1812.064	1812.505	1810.736	1811.397	1278	0	112
2021.07.20	00:00:00	1811.419	1814.124	1811.419	1813.374	2143	0	112
2021.07.20	01:00:00	1813.324	1818.317	1813.185	1817.650	3719	0	112
2021.07.20	02:00:00	1817.603	1819.139	1816.577	1816.789	3084	0	112
2021.07.20	03:00:00	1816.747	1818.096	1815.506	1817.264	2912	0	112
2021.07.20	04:00:00	1817.265	1818.215	1816.552	1817.807	2100	0	112
2021.07.20	05:00:00	1817.818	1818.108	1814.602	1815.349	2745	0	112
2021.07.20	06:00:00	1815.373	1817.706	1814.795	1815.144	3618	0	112
2021.07.20	07:00:00	1815.194	1817.437	1813.494	1813.839	4032	0	112
2021.07.20	08:00:00	1813.826	1813.878	1811.731	1813.151	3470	0	112
2021.07.20	09:00:00	1813.152	1817.882	1812.611	1816.141	3651	0	112
2021.07.20	10:00:00	1816.142	1819.044	1814.990	1815.209	3813	0	112
2021.07.20	11:00:00	1815.163	1819.015	1815.025	1817.860	4364	0	112
2021.07.20	12:00:00	1817.815	1824.031	1815.688	1822.862	5717	0	112
2021.07.20	13:00:00	1822.824	1824.974	1819.549	1823.847	6158	0	112
2021.07.20	14:00:00	1823.885	1824.322	1806.592	1809.532	7439	0	112
2021.07.20	15:00:00	1809.577	1810.717	1804.994	1807.464	5670	0	112
2021.07.20	16:00:00	1807.511	1812.015	1807.083	1812.015	3846	0	112
2021.07.20	17:00:00	1811.970	1812.009	1809.811	1809.964	2965	0	112
2021.07.20	18:00:00	1809.994	1810.902	1808.798	1809.056	2383	0	112
2021.07.20	19:00:00	1809.050	1810.203	1808.248	1810.018	2147	0	112
2021.07.20	20:00:00	1809.965	1810.647	1809.638	1810.346	1416	0	112
2021.07.20	22:00:00	1810.337	1811.081	1809.535	1809.539	2308	0	0
2021.07.20	23:00:00	1809.538	1809.888	1809.088	1809.830	1134	0	112
2021.07.21	00:00:00	1809.829	1809.865	1808.116	1808.699	2002	0	112
2021.07.21	01:00:00	1808.708	1808.851	1805.190	1806.937	3417	0	112
2021.07.21	02:00:00	1806.909	1808.326	1805.388	1806.822	2671	0	112
2021.07.21	03:00:00	1806.812	1808.926	1806.363	1808.742	1964	0	112
2021.07.21	04:00:00	1808.744	1809.522	1806.348	1808.004	1717	0	112
2021.07.21	05:00:00	1808.008	1809.821	1807.063	1808.567	2258	0	112
2021.07.21	06:00:00	1808.526	1813.737	1807.929	1812.469	3683	0	112
2021.07.21	07:00:00	1812.443	1812.539	1806.089	1807.358	4580	0	112
2021.07.21	08:00:00	1807.366	1808.149	1803.348	1807.397	4177	0	112
2021.07.21	09:00:00	1807.390	1809.033	1802.550	1804.945	3683	0	112
2021.07.21	10:00:00	1804.918	1806.078	1801.296	1801.887	3519	0	112
2021.07.21	11:00:00	1801.889	1803.256	1800.014	1800.661	3889	0	62
2021.07.21	12:00:00	1800.621	1802.729	1794.564	1799.025	6075	0	62
2021.07.21	13:00:00	1798.971	1805.795	1796.913	1805.191	7049	0	112
2021.07.21	14:00:00	1805.146	1805.588	1799.291	1800.728	5607	0	62
2021.07.21	15:00:00	1800.703	1805.494	1800.441	1804.170	4014	0	62
2021.07.21	16:00:00	1804.130	1804.869	1802.532	1803.030	2996	0	63
2021.07.21	17:00:00	1803.045	1804.100	1802.359	1802.637	3058	0	62
2021.07.21	18:00:00	1802.590	1804.551	1801.896	1804.372	2612	0	62
2021.07.21	19:00:00	1804.333	1805.371	1803.630	1803.630	2706	0	62
2021.07.21	20:00:00	1803.636	1804.432	1803.033	1803.434	1461	0	112
2021.07.21	22:00:00	1803.666	1803.933	1803.140	1803.787	1840	0	0
2021.07.21	23:00:00	1803.834	1803.914	1802.170	1802.633	1034	0	112
2021.07.22	00:00:00	1802.586	1802.783	1801.618	1802.284	1489	0	112
2021.07.22	01:00:00	1802.335	1803.083	1799.771	1802.081	3068	0	112
2021.07.22	02:00:00	1802.126	1802.138	1798.770	1798.808	2278	0	62
2021.07.22	03:00:00	1798.854	1799.350	1797.337	1798.491	2296	0	62
2021.07.22	04:00:00	1798.491	1799.510	1797.273	1798.979	1698	0	62
2021.07.22	05:00:00	1799.017	1800.791	1798.158	1798.777	2624	0	62
2021.07.22	06:00:00	1798.823	1802.447	1798.194	1801.633	3357	0	112
2021.07.22	07:00:00	1801.587	1803.387	1800.357	1800.535	3335	0	62
2021.07.22	08:00:00	1800.544	1800.544	1792.796	1797.187	4233	0	62
2021.07.22	09:00:00	1797.160	1798.047	1795.751	1796.583	3215	0	62
2021.07.22	10:00:00	1796.587	1796.918	1794.633	1794.993	3272	0	62
2021.07.22	11:00:00	1794.961	1798.086	1794.899	1796.653	4057	0	62
2021.07.22	12:00:00	1796.606	1806.116	1794.070	1802.848	7296	0	62
2021.07.22	13:00:00	1802.893	1803.943	1796.020	1799.089	6560	0	62
2021.07.22	14:00:00	1799.098	1804.480	1799.049	1803.668	4856	0	62
2021.07.22	15:00:00	1803.663	1808.049	1802.825	1807.193	3977	0	62
2021.07.22	16:00:00	1807.241	1808.032	1804.713	1805.168	3616	0	62
2021.07.22	17:00:00	1805.216	1806.940	1804.389	1806.841	2909	0	62
2021.07.22	18:00:00	1806.840	1807.913	1806.422	1806.840	2689	0	62
2021.07.22	19:00:00	1806.887	1807.741	1806.505	1807.235	2425	0	62
2021.07.22	20:00:00	1807.284	1807.558	1806.195	1806.566	1486	0	62
2021.07.22	22:00:00	1807.210	1807.558	1807.024	1807.479	1913	0	0
2021.07.22	23:00:00	1807.479	1808.520	1807.142	1807.174	1027	0	112
2021.07.23	00:00:00	1807.171	1808.043	1806.782	1807.007	1495	0	112
2021.07.23	01:00:00	1807.006	1808.520	1804.101	1804.130	3068	0	112
2021.07.23	02:00:00	1804.169	1804.761	1803.010	1803.923	2601	0	112
2021.07.23	03:00:00	1803.912	1804.346	1802.288	1803.125	2214	0	63
2021.07.23	04:00:00	1803.171	1803.901	1802.397	1803.337	1485	0	62
2021.07.23	05:00:00	1803.392	1805.233	1802.144	1802.240	2172	0	112
2021.07.23	06:00:00	1802.194	1808.198	1801.319	1807.601	3698	0	112
2021.07.23	07:00:00	1807.566	1810.354	1805.757	1809.344	3760	0	112
2021.07.23	08:00:00	1809.297	1809.740	1803.854	1804.339	3403	0	112
2021.07.23	09:00:00	1804.353	1805.304	1800.813	1802.462	2981	0	112
2021.07.23	10:00:00	1802.455	1802.482	1797.104	1797.812	3920	0	62
2021.07.23	11:00:00	1797.764	1798.386	1789.416	1795.827	4896	0	62
2021.07.23	12:00:00	1795.780	1804.993	1792.946	1802.985	5025	0	112
2021.07.23	13:00:00	1802.976	1804.138	1797.079	1802.214	5460	0	112
2021.07.23	14:00:00	1802.263	1802.541	1794.972	1798.389	5406	0	62
2021.07.23	15:00:00	1798.435	1802.781	1797.834	1802.638	3646	0	62
2021.07.23	16:00:00	1802.644	1804.539	1801.521	1802.006	3129	0	62
2021.07.23	17:00:00	1802.051	1803.242	1800.788	1802.697	2443	0	112
2021.07.23	18:00:00	1802.698	1804.596	1801.230	1801.819	2238	0	112
2021.07.23	19:00:00	1801.866	1802.572	1800.760	1801.377	2499	0	62
2021.07.23	20:00:00	1801.331	1802.762	1801.212	1802.220	1151	0	112
2021.07.25	22:00:00	1802.368	1802.805	1800.677	1800.950	2194	0	0
2021.07.25	23:00:00	1800.959	1801.624	1800.147	1800.437	1022	0	112
2021.07.26	00:00:00	1800.422	1800.829	1798.454	1799.311	2025	0	112
2021.07.26	01:00:00	1799.357	1806.860	1798.590	1806.590	3578	0	112
2021.07.26	02:00:00	1806.636	1807.280	1804.432	1804.935	2591	0	112
2021.07.26	03:00:00	1804.953	1807.321	1804.885	1806.713	2074	0	112
2021.07.26	04:00:00	1806.711	1807.309	1805.849	1806.438	1478	0	112
