time,open,high,low,close
2005-06-30,28.24606108,28.24606108,28.24606108,28.24606108
2005-07-01,28.24606108,28.24606108,28.24606108,28.24606108
2005-07-04,28.24606108,28.24606108,28.24606108,28.24606108
2005-07-05,28.24606108,28.24606108,28.24606108,28.24606108
2005-07-06,28.24606108,28.24606108,28.24606108,28.24606108
2005-07-11,30.31284604,30.31284604,30.31284604,30.31284604
2005-07-15,27.55713276,27.55713276,27.55713276,27.55713276
2005-07-19,24.80141949,28.24606108,24.80141949,27.55713276
2005-07-20,26.17927613,26.17927613,24.80141949,24.80141949
2005-07-21,25.49034781,25.49034781,25.49034781,25.49034781
2005-07-22,25.49034781,25.49034781,25.49034781,25.49034781
2005-07-25,26.17927613,26.17927613,25.49034781,25.49034781
2005-07-27,26.17927613,26.17927613,26.17927613,26.17927613
2005-07-28,25.49034781,25.49034781,25.49034781,25.49034781
2005-07-29,25.49034781,25.49034781,24.80141949,24.80141949
2005-08-01,25.49034781,25.49034781,24.80141949,24.80141949
2005-08-03,24.80141949,28.24606108,24.80141949,25.49034781
2005-08-05,27.55713276,33.06855932,26.86820444,31.69070268
2005-08-08,33.75748764,34.44641595,31.69070268,33.75748764
2005-08-09,33.06855932,37.89105755,31.69070268,35.82427259
2005-08-10,35.82427259,37.20212923,33.75748764,33.75748764
2005-08-11,33.06855932,33.06855932,32.379631,32.379631
2005-08-12,31.69070268,31.69070268,31.00177436,31.69070268
2005-08-15,30.31284604,30.31284604,30.31284604,30.31284604
2005-08-16,30.31284604,30.31284604,28.9349894,30.31284604
2005-08-18,28.24606108,28.24606108,27.55713276,28.24606108
2005-08-19,27.55713276,28.24606108,26.86820444,26.86820444
2005-08-22,26.17927613,26.17927613,26.17927613,26.17927613
2005-08-23,26.86820444,26.86820444,26.86820444,26.86820444
2005-08-24,24.80141949,24.80141949,24.80141949,24.80141949
2005-08-25,27.55713276,29.62391772,25.49034781,29.62391772
2005-08-29,24.80141949,24.80141949,24.80141949,24.80141949
2005-08-30,20.66784957,29.62391772,20.66784957,29.62391772
2005-08-31,31.00177436,31.69070268,28.24606108,28.24606108
2005-09-05,26.86820444,26.86820444,26.86820444,26.86820444
2005-09-06,26.86820444,26.86820444,26.86820444,26.86820444
2005-09-07,26.86820444,28.24606108,26.86820444,27.55713276
2005-09-08,28.9349894,28.9349894,28.24606108,28.24606108
2005-09-09,28.9349894,30.31284604,28.9349894,30.31284604
2005-09-12,31.69070268,31.69070268,29.62391772,29.62391772
2005-09-13,28.9349894,30.31284604,28.9349894,28.9349894
2005-09-14,28.9349894,28.9349894,28.9349894,28.9349894
2005-09-15,28.9349894,28.9349894,28.9349894,28.9349894
2005-09-16,29.62391772,29.62391772,29.62391772,29.62391772
2005-09-19,30.31284604,30.31284604,30.31284604,30.31284604
2005-09-28,28.9349894,29.62391772,28.9349894,29.62391772
2005-10-03,29.62391772,30.31284604,28.9349894,29.62391772
2005-10-06,31.00177436,31.00177436,31.00177436,31.00177436
2005-10-18,29.62391772,29.62391772,29.62391772,29.62391772
2005-10-20,31.00177436,33.75748764,31.00177436,33.75748764
2005-10-21,31.00177436,32.379631,31.00177436,32.379631
2005-10-24,32.379631,33.75748764,31.00177436,33.06855932
2005-10-25,33.75748764,35.13534427,32.379631,34.44641595
2005-10-26,31.69070268,34.44641595,31.69070268,33.75748764
2005-10-27,35.82427259,35.82427259,32.379631,33.75748764
2005-10-28,32.379631,34.44641595,32.379631,34.44641595
2005-10-31,33.75748764,33.75748764,33.75748764,33.75748764
2005-11-09,41.33569915,41.33569915,31.69070268,33.06855932
2005-11-10,31.69070268,31.69070268,29.62391772,31.00177436
2005-11-14,28.9349894,31.00177436,28.9349894,31.00177436
2005-11-15,28.9349894,31.00177436,28.9349894,31.00177436
2005-11-16,31.00177436,35.82427259,31.00177436,35.82427259
