time,open,high,low,close
2005-06-30,244.93425328,244.93425328,242.1189172,244.93425328
2005-07-04,244.93425328,247.74958936,242.1189172,247.74958936
2005-07-05,244.93425328,244.93425328,242.1189172,244.93425328
2005-07-06,242.1189172,242.1189172,236.48824439,239.30358112
2005-07-07,236.48824439,236.48824439,222.41156334,233.67290831
2005-07-08,233.67290831,233.67290831,228.04223614,230.85757223
2005-07-11,230.85757223,233.67290831,228.04223614,233.67290831
2005-07-12,230.85757223,233.67290831,228.04223614,230.85757223
2005-07-13,230.85757223,233.67290831,230.85757223,230.85757223
2005-07-14,233.67290831,253.38026217,233.67290831,253.38026217
2005-07-15,253.38026217,261.82627106,250.56492609,253.38026217
2005-07-18,253.38026217,267.45694322,253.38026217,264.64160714
2005-07-19,264.64160714,267.45694322,259.01093433,264.64160714
2005-07-21,261.82627106,270.27227931,261.82627106,264.64160714
2005-07-22,264.64160714,264.64160714,253.38026217,253.38026217
2005-07-25,250.56492609,267.45694322,236.48824439,267.45694322
2005-07-26,267.45694322,267.45694322,259.01093433,261.82627106
2005-07-28,284.348961,287.16429708,275.90295211,275.90295211
2005-08-01,281.53362428,292.79496925,281.53362428,281.53362428
2005-08-02,287.16429708,298.42564205,281.53362428,298.42564205
2005-08-03,298.42564205,309.68698702,298.42564205,298.42564205
2005-08-04,298.42564205,309.68698702,292.79496925,298.42564205
2005-08-05,298.42564205,304.05631422,292.79496925,304.05631422
2005-08-08,298.42564205,304.05631422,298.42564205,304.05631422
2005-08-09,304.05631422,320.948332,298.42564205,309.68698702
2005-08-10,309.68698702,309.68698702,298.42564205,304.05631422
2005-08-11,304.05631422,304.05631422,298.42564205,304.05631422
2005-08-12,304.05631422,309.68698702,298.42564205,298.42564205
2005-08-15,298.42564205,298.42564205,281.53362428,281.53362428
2005-08-16,287.16429708,292.79496925,287.16429708,287.16429708
2005-08-18,287.16429708,292.79496925,281.53362428,287.16429708
2005-08-19,281.53362428,287.16429708,275.90295211,281.53362428
2005-08-22,281.53362428,287.16429708,270.27227931,281.53362428
2005-08-23,275.90295211,281.53362428,270.27227931,270.27227931
2005-08-24,264.64160714,267.45694322,250.56492609,261.82627106
2005-08-25,256.19559825,275.90295211,253.38026217,273.08761603
2005-08-26,270.27227931,270.27227931,259.01093433,259.01093433
2005-08-29,259.01093433,259.01093433,244.93425328,244.93425328
2005-08-30,242.1189172,273.08761603,225.22689942,267.45694322
2005-08-31,267.45694322,270.27227931,259.01093433,264.64160714
2005-09-01,259.01093433,275.90295211,259.01093433,270.27227931
2005-09-05,267.13057257,276.55871043,267.13057257,270.27328519
2005-09-06,270.27328519,270.27328519,260.84514733,260.84514733
2005-09-07,263.98785995,267.13057257,260.84514733,263.98785995
