time,open,high,low,close
2005-06-30,6954.78691389,6954.78691389,6873.28550474,6873.28550474
2005-07-01,6873.28550474,6954.78691389,6873.28550474,6954.78691389
2005-07-04,6954.78691389,6981.95405027,6900.45264112,6900.45264112
2005-07-05,6927.6197775,7036.28832303,6927.6197775,6927.6197775
2005-07-06,6981.95405027,6981.95405027,6900.45264112,6927.6197775
2005-07-07,6900.45264112,6900.45264112,6873.28550474,6900.45264112
2005-07-08,6873.28550474,6927.6197775,6873.28550474,6927.6197775
2005-07-11,6954.78691389,7009.12118665,6927.6197775,6954.78691389
2005-07-12,6954.78691389,7090.6225958,6954.78691389,7090.6225958
2005-07-13,7117.78973218,7117.78973218,7063.45545941,7090.6225958
2005-07-14,7090.6225958,7144.95686856,7063.45545941,7063.45545941
2005-07-15,7090.6225958,7090.6225958,7036.28832303,7090.6225958
2005-07-18,7117.78973218,7144.95686856,7117.78973218,7117.78973218
2005-07-19,7117.78973218,7199.29114133,7117.78973218,7172.12400494
2005-07-20,7172.12400494,7199.29114133,7144.95686856,7172.12400494
2005-07-21,7172.12400494,7253.62541409,7172.12400494,7226.45827771
2005-07-22,7282.91494545,7339.37165045,7226.45824045,7339.37165045
2005-07-25,7311.14329795,7311.14329795,7198.22988795,7254.68659295
2005-07-26,7226.45824045,7226.45824045,7198.22988795,7198.22988795
2005-07-27,7198.22988795,7254.68659295,7198.22988795,7226.45824045
2005-07-28,7254.68659295,7311.14329795,7198.22988795,7198.22988795
2005-07-29,7254.68659295,7339.37165045,7254.68659295,7254.68659295
2005-08-01,7254.68659295,7282.91494545,7226.45824045,7226.45824045
2005-08-02,7226.45824045,7254.68659295,7226.45824045,7254.68659295
2005-08-03,7254.68659295,7254.68659295,7226.45824045,7226.45824045
2005-08-04,7226.45824045,7254.68659295,7198.22988795,7198.22988795
2005-08-05,7198.22988795,7198.22988795,7170.00153544,7170.00153544
2005-08-08,7170.00153544,7170.00153544,7028.85977294,7028.85977294
2005-08-09,7028.85977294,7057.08812544,6972.40306793,7000.63142043
2005-08-10,7085.31647794,7085.31647794,7028.85977294,7028.85977294
2005-08-11,7085.31647794,7085.31647794,7000.63142043,7028.85977294
2005-08-12,7000.63142043,7000.63142043,6887.71801043,6915.94636293
2005-08-15,6859.48965792,6859.48965792,6661.89119041,6661.89119041
2005-08-16,6661.89119041,6718.34789542,6661.89119041,6690.11954291
2005-08-18,6690.11954291,6746.57624792,6690.11954291,6718.34789542
2005-08-19,6718.34789542,6718.34789542,6633.66283791,6633.66283791
2005-08-22,6605.43448541,6605.43448541,6379.6076654,6436.0643704
2005-08-23,6436.0643704,6464.2927229,6153.78084538,6210.23755038
2005-08-24,6097.32414038,6097.32414038,5730.35555785,5758.58391036
2005-08-25,5758.58391036,5956.18237787,5758.58391036,5899.72567287
2005-08-26,5899.72567287,5956.18237787,5899.72567287,5927.95402537
