time,open,high,low,close,BuyBias,SellBias,TP1-Sell,TP1-Buy,TP2-Sell,TP2-Buy,TP3-Sell,TP3-Buy,Median,New Moon,First Moon,Waning,Full Moon,1/8,3/8,5/8,7/8,Spring,Summer,Fall,midwinter,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close),%K,%D
2013-11-29,1066.76952,1075.16928,1058.36976,1058.36976,1071.56944,1067.56944,1051.69919008,1087.4396899199999,1040.1523200000001,1087.7868799999999,1020.6708800000001,1118.468,1069.56944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1066.76952,1075.16928,1058.36976,1058.36976,7.6923076923077085,16.239316239316246
2013-12-02,1058.36976,1083.56904,1058.36976,1058.36976,1065.9696000000001,1061.9696000000001,1058.9341833600001,1069.0050166400001,1054.1519200000002,1068.1874400000002,1048.67008,1079.2691200000004,1063.9696000000001,1108.7683200000001,NaN,NaN,NaN,NaN,NaN,NaN,1033.17048,0,0,0,0,1058.36976,1083.56904,1058.36976,1058.36976,8.158508158508177,8.10411810411812
2013-12-03,1058.36976,1058.36976,1024.77072,1024.77072,1068.76952,1064.76952,1058.5253950400001,1075.01364496,1051.352,1073.78728,1043.07024,1090.4688,1066.76952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1058.36976,1058.36976,1024.77072,1024.77072,5.5944055944056075,7.148407148407164
2013-12-04,1024.77072,1066.76952,1016.37096,1058.36976,1037.9704,1033.9704,1024.5175667199999,1047.42323328,1014.9530399999998,1045.7880799999998,1003.8713599999999,1068.0694399999998,1035.9704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1024.77072,1066.76952,1016.37096,1058.36976,19.69696969696975,11.149961149961177
2013-12-05,1058.36976,1091.9688,1049.97,1058.36976,1049.17008,1045.17008,1029.2998300800002,1065.04032992,1028.9526400000002,1076.5872000000002,998.27152,1096.0686400000002,1047.17008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1058.36976,1091.9688,1049.97,1058.36976,35.185185185185226,20.15885349218686
2013-12-06,1066.76952,1083.56904,1041.57024,1049.97,1068.76952,1064.76952,1052.1079784,1081.4310616,1042.95224,1082.18704,1026.27072,1107.2683200000004,1066.76952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1066.76952,1083.56904,1041.57024,1049.97,50.00000000000005,34.960718294051674
2013-12-09,1041.57024,1066.76952,1033.17048,1041.57024,1060.3697600000003,1056.3697600000003,1043.7082184000003,1073.0313016000002,1034.5524800000005,1073.7872800000005,1017.8709600000002,1098.8685600000003,1058.3697600000003,NaN,NaN,NaN,NaN,1100.3685600000001,NaN,NaN,NaN,0,0,0,0,1041.57024,1066.76952,1033.17048,1041.57024,44.44444444444445,43.20987654320991
2013-12-10,1049.97,1075.16928,1049.97,1058.36976,1049.17008,1045.17008,1035.71724672,1058.6229132800001,1028.9526400000002,1059.7876800000001,1015.07104,1079.2691200000002,1047.17008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1049.97,1075.16928,1049.97,1058.36976,44.44444444444445,46.29629629629631
2013-12-11,1066.76952,1066.76952,1033.17048,1049.97,1063.1696800000002,1059.1696800000002,1052.9255550400003,1069.41380496,1048.5520800000004,1070.9873600000003,1037.4704000000002,1084.86896,1061.1696800000002,NaN,1100.3685600000001,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1066.76952,1066.76952,1033.17048,1049.97,39.15343915343915,42.68077601410935
2013-12-12,1033.17048,1041.57024,1024.77072,1024.77072,1051.97,1047.97,1038.51716672,1061.42283328,1034.55248,1065.38752,1017.87096,1082.06904,1049.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1033.17048,1041.57024,1024.77072,1024.77072,28.04232804232804,37.21340388007055
2013-12-13,1024.77072,1033.17048,982.77192,991.17168,1032.37056,1028.37056,1025.33514336,1035.40597664,1020.5528800000001,1034.5884,1015.07104,1045.6700800000003,1030.37056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1024.77072,1033.17048,982.77192,991.17168,12.554112554112555,26.58329324995991
2013-12-16,1007.9712,1007.9712,949.17288,949.17288,1004.37136,1000.37136,984.50111008,1020.24160992,972.9542399999999,1020.5888,953.4728,1051.2699199999997,1002.37136,NaN,NaN,NaN,NaN,NaN,1066.7695199999998,NaN,NaN,0,0,0,0,1007.9712,1007.9712,949.17288,949.17288,3.030303030303031,14.542247875581205
2013-12-17,965.9724,982.77192,957.57264,957.57264,970.77232,966.77232,947.69336176,989.85127824,930.9554400000001,986.9897600000002,911.474,1026.07064,968.77232,NaN,NaN,NaN,923.9735999999999,NaN,NaN,NaN,NaN,0,0,0,0,965.9724,982.77192,957.57264,957.57264,5.411255411255414,6.998556998556995
