time,open,high,low,close
2005-06-30,1170.53575995,1196.74178443,1161.80041846,1179.27110144
2005-07-04,1188.00644293,1188.00644293,1144.32973547,1153.06507697
2005-07-05,1144.32973547,1153.06507697,1100.65302801,1109.38836951
2005-07-07,1100.65302801,1126.85905249,1091.91768652,1118.123711
2005-07-08,1118.123711,1135.59439398,1109.38836951,1126.85905249
2005-07-11,1126.85905249,1126.85905249,1100.65302801,1118.123711
2005-07-12,1118.123711,1118.123711,1100.65302801,1118.123711
2005-07-13,1118.123711,1144.32973547,1118.123711,1135.59439398
2005-07-14,1135.59439398,1153.06507697,1126.85905249,1153.06507697
2005-07-15,1144.32973547,1161.80041846,1126.85905249,1144.32973547
2005-07-18,1144.32973547,1144.32973547,1126.85905249,1135.59439398
2005-07-19,1135.59439398,1144.32973547,1118.123711,1126.85905249
2005-07-20,1135.59439398,1144.32973547,1109.38836951,1109.38836951
2005-07-21,1126.85905249,1126.85905249,1109.38836951,1109.38836951
2005-07-22,1118.123711,1135.59439398,1109.38836951,1118.123711
2005-07-25,1118.123711,1126.85905249,1118.123711,1126.85905249
2005-07-26,1118.123711,1135.59439398,1118.123711,1118.123711
2005-07-28,1126.85905249,1135.59439398,1118.123711,1118.123711
2005-07-29,1126.85905249,1126.85905249,1109.38836951,1118.123711
2005-08-01,1118.123711,1118.123711,1100.65302801,1109.38836951
2005-08-02,1109.38836951,1118.123711,1109.38836951,1118.123711
2005-08-03,1118.123711,1144.32973547,1109.38836951,1135.59439398
2005-08-04,1135.59439398,1135.59439398,1118.123711,1126.85905249
2005-08-05,1126.85905249,1126.85905249,1118.123711,1126.85905249
2005-08-08,1118.123711,1126.85905249,1109.38836951,1118.123711
2005-08-09,1109.38836951,1118.123711,1109.38836951,1118.123711
2005-08-10,1118.123711,1118.123711,1100.65302801,1118.123711
2005-08-11,1109.38836951,1109.38836951,1091.91768652,1109.38836951
2005-08-12,1100.65302801,1100.65302801,1074.44700354,1083.18234503
2005-08-15,1083.18234503,1083.18234503,1039.50563757,1048.24097906
2005-08-16,1048.24097906,1065.71166204,1039.50563757,1048.24097906
2005-08-17,1048.24097906,1048.24097906,1004.5642716,1022.03495458
2005-08-19,1013.29961309,1022.03495458,960.88756414,978.35824712
2005-08-22,969.62290563,969.62290563,899.74017369,925.94619817
2005-08-23,925.94619817,943.41688115,891.0048322,899.74017369
2005-08-24,891.0048322,891.0048322,821.12210026,856.06346623
2005-08-25,838.59278325,899.74017369,829.85744176,891.0048322
2005-08-26,891.0048322,891.0048322,847.32812474,856.06346623
2005-08-29,838.59278325,838.59278325,725.03334385,733.76868534
2005-08-30,707.56266087,803.65141728,655.15061191,803.65141728
2005-08-31,794.91607579,847.32812474,768.71005131,838.59278325
2005-09-01,821.12210026,829.85744176,786.1807343,812.38675877
2005-09-05,821.12210026,829.85744176,794.91607579,794.91607579
2005-09-06,803.65141728,821.12210026,803.65141728,821.12210026
2005-09-07,821.12210026,838.59278325,821.12210026,829.85744176
2005-09-08,829.85744176,864.79880772,821.12210026,856.06346623
2005-09-09,856.06346623,891.0048322,847.32812474,873.53414922
2005-09-12,891.0048322,899.74017369,882.26949071,891.0048322
2005-09-13,891.0048322,891.0048322,864.79880772,873.53414922
2005-09-14,864.79880772,873.53414922,838.59278325,847.32812474
2005-09-16,838.59278325,847.32812474,829.85744176,847.32812474
2005-09-19,847.32812474,847.32812474,838.59278325,847.32812474
2005-09-20,838.59278325,838.59278325,803.65141728,812.38675877
2005-09-22,786.1807343,786.1807343,751.23936833,768.71005131
2005-09-23,768.71005131,786.1807343,759.97470982,768.71005131
2005-09-26,768.71005131,794.91607579,768.71005131,786.1807343
2005-09-27,786.1807343,786.1807343,768.71005131,777.4453928
2005-09-28,777.4453928,777.4453928,751.23936833,759.97470982
2005-09-29,742.50402683,786.1807343,742.50402683,786.1807343
2005-09-30,794.91607579,803.65141728,794.91607579,803.65141728
2005-10-03,786.1807343,821.12210026,768.71005131,812.38675877
2005-10-04,821.12210026,838.59278325,803.65141728,812.38675877
2005-10-05,812.38675877,812.38675877,803.65141728,812.38675877
2005-10-06,794.91607579,803.65141728,777.4453928,777.4453928
2005-10-07,777.4453928,821.12210026,777.4453928,803.65141728
2005-10-10,812.38675877,821.12210026,812.38675877,821.12210026
2005-10-11,821.12210026,821.12210026,803.65141728,812.38675877
2005-10-12,812.38675877,812.38675877,794.91607579,803.65141728
2005-10-13,794.91607579,794.91607579,786.1807343,794.91607579
2005-10-14,794.91607579,803.65141728,794.91607579,803.65141728
2005-10-17,803.65141728,803.65141728,794.91607579,794.91607579
2005-10-18,794.91607579,794.91607579,786.1807343,794.91607579
2005-10-19,794.91607579,794.91607579,777.4453928,786.1807343
2005-10-20,786.1807343,786.1807343,777.4453928,777.4453928
2005-10-21,777.4453928,786.1807343,777.4453928,786.1807343
2005-10-24,786.1807343,786.1807343,777.4453928,777.4453928
2005-10-25,777.4453928,786.1807343,768.71005131,786.1807343
2005-10-26,786.1807343,803.65141728,777.4453928,803.65141728
2005-10-27,803.65141728,812.38675877,794.91607579,794.91607579
2005-10-28,794.91607579,794.91607579,786.1807343,794.91607579
2005-10-31,803.65141728,803.65141728,803.65141728,803.65141728
2005-11-01,812.38675877,812.38675877,786.1807343,794.91607579
2005-11-09,786.1807343,786.1807343,751.23936833,768.71005131
2005-11-10,768.71005131,768.71005131,759.97470982,759.97470982
2005-11-11,759.97470982,759.97470982,716.29800236,725.03334385
2005-11-14,733.76868534,742.50402683,725.03334385,733.76868534
2005-11-15,725.03334385,725.03334385,716.29800236,725.03334385
2005-11-16,733.76868534,742.50402683,707.56266087,725.03334385
2005-11-17,725.03334385,725.03334385,716.29800236,725.03334385
2005-11-18,725.03334385,751.23936833,725.03334385,751.23936833
2005-11-21,751.23936833,759.97470982,751.23936833,759.97470982
2005-11-22,759.97470982,777.4453928,759.97470982,759.97470982
2005-11-23,768.71005131,768.71005131,751.23936833,751.23936833
2005-11-24,759.97470982,768.71005131,759.97470982,768.71005131
2005-11-25,768.71005131,768.71005131,742.50402683,742.50402683
2005-11-28,742.50402683,751.23936833,733.76868534,742.50402683
2005-11-29,742.50402683,742.50402683,733.76868534,742.50402683
2005-11-30,742.50402683,751.23936833,742.50402683,751.23936833
2005-12-01,751.23936833,777.4453928,751.23936833,768.71005131
2005-12-02,768.71005131,777.4453928,759.97470982,777.4453928
2005-12-06,768.71005131,786.1807343,759.97470982,777.4453928
2005-12-07,777.4453928,803.65141728,777.4453928,786.1807343
2005-12-08,794.91607579,812.38675877,777.4453928,777.4453928
2005-12-09,794.91607579,821.12210026,794.91607579,812.38675877
2005-12-12,821.12210026,856.06346623,821.12210026,838.59278325
2005-12-13,847.32812474,864.79880772,838.59278325,838.59278325
2005-12-14,847.32812474,847.32812474,829.85744176,829.85744176
2005-12-15,829.85744176,891.0048322,829.85744176,891.0048322
2005-12-16,891.0048322,908.47551519,882.26949071,891.0048322
2005-12-19,891.0048322,908.47551519,882.26949071,908.47551519
2005-12-20,908.47551519,934.68153966,908.47551519,917.21085668
2005-12-21,908.47551519,917.21085668,899.74017369,908.47551519
2005-12-22,908.47551519,925.94619817,899.74017369,925.94619817
2005-12-23,925.94619817,934.68153966,917.21085668,925.94619817
2005-12-28,899.74017369,943.41688115,899.74017369,943.41688115
2005-12-29,943.41688115,969.62290563,943.41688115,943.41688115
2006-01-02,891.0048322,952.15222265,891.0048322,952.15222265
2006-01-03,960.88756414,978.35824712,960.88756414,969.62290563
2006-01-04,978.35824712,987.09358861,960.88756414,978.35824712
2006-01-05,978.35824712,995.82893011,969.62290563,978.35824712
2006-01-06,978.35824712,987.09358861,969.62290563,978.35824712
2006-01-09,978.35824712,1004.5642716,978.35824712,995.82893011
2006-01-11,995.82893011,1013.29961309,987.09358861,1004.5642716
2006-01-12,1004.5642716,1004.5642716,978.35824712,987.09358861
2006-01-13,987.09358861,987.09358861,969.62290563,978.35824712
2006-01-16,978.35824712,978.35824712,934.68153966,943.41688115
2006-01-17,943.41688115,943.41688115,882.26949071,899.74017369
2006-01-18,882.26949071,899.74017369,873.53414922,882.26949071
2006-01-19,899.74017369,925.94619817,899.74017369,925.94619817
2006-01-20,925.94619817,934.68153966,908.47551519,908.47551519
2006-01-23,891.0048322,891.0048322,856.06346623,873.53414922
2006-01-25,873.53414922,891.0048322,873.53414922,891.0048322
2006-01-26,899.74017369,934.68153966,891.0048322,934.68153966
2006-01-27,943.41688115,952.15222265,925.94619817,943.41688115
2006-01-30,943.41688115,943.41688115,934.68153966,943.41688115
2006-02-01,943.41688115,943.41688115,925.94619817,934.68153966
2006-02-02,943.41688115,943.41688115,925.94619817,943.41688115
2006-02-03,925.94619817,934.68153966,925.94619817,934.68153966
2006-02-06,934.68153966,934.68153966,917.21085668,925.94619817
2006-02-07,925.94619817,925.94619817,899.74017369,908.47551519
2006-02-08,908.47551519,925.94619817,899.74017369,908.47551519
2006-02-09,908.47551519,908.47551519,891.0048322,899.74017369
2006-02-13,908.47551519,908.47551519,891.0048322,899.74017369
2006-02-14,891.0048322,891.0048322,882.26949071,891.0048322
2006-02-15,891.0048322,891.0048322,873.53414922,891.0048322
2006-02-16,891.0048322,891.0048322,873.53414922,873.53414922
2006-02-17,882.26949071,917.21085668,882.26949071,899.74017369
2006-02-20,917.21085668,917.21085668,891.0048322,891.0048322
2006-02-21,891.0048322,899.74017369,882.26949071,899.74017369
2006-02-22,891.0048322,899.74017369,882.26949071,891.0048322
2006-02-23,891.0048322,891.0048322,873.53414922,882.26949071
2006-02-24,891.0048322,891.0048322,873.53414922,873.53414922
2006-02-27,882.26949071,891.0048322,882.26949071,891.0048322
2006-02-28,891.0048322,891.0048322,873.53414922,882.26949071
2006-03-01,873.53414922,899.74017369,864.79880772,899.74017369
2006-03-02,899.74017369,908.47551519,891.0048322,891.0048322
2006-03-03,891.0048322,899.74017369,891.0048322,891.0048322
2006-03-06,899.74017369,908.47551519,899.74017369,899.74017369
2006-03-07,891.0048322,891.0048322,891.0048322,891.0048322
2006-03-08,882.26949071,891.0048322,873.53414922,891.0048322
2006-03-10,891.0048322,891.0048322,882.26949071,891.0048322
2006-03-13,891.0048322,891.0048322,873.53414922,873.53414922
2006-03-14,873.53414922,899.74017369,873.53414922,882.26949071
2006-03-15,891.0048322,908.47551519,891.0048322,899.74017369
2006-03-16,899.74017369,925.94619817,899.74017369,917.21085668
2006-03-17,917.21085668,943.41688115,908.47551519,925.94619817
2006-03-20,925.94619817,934.68153966,917.21085668,917.21085668
2006-03-21,917.21085668,934.68153966,908.47551519,917.21085668
2006-03-22,908.47551519,917.21085668,891.0048322,899.74017369
2006-03-23,899.74017369,908.47551519,891.0048322,891.0048322
2006-03-24,899.74017369,917.21085668,899.74017369,908.47551519
2006-03-27,917.21085668,925.94619817,908.47551519,917.21085668
2006-03-28,917.21085668,917.21085668,899.74017369,908.47551519
2006-03-29,908.47551519,925.94619817,899.74017369,925.94619817
2006-04-03,925.94619817,925.94619817,917.21085668,925.94619817
2006-04-04,925.94619817,925.94619817,899.74017369,908.47551519
2006-04-05,917.21085668,987.09358861,917.21085668,987.09358861
2006-04-06,995.82893011,1004.5642716,969.62290563,1004.5642716
2006-04-07,1004.5642716,1004.5642716,960.88756414,978.35824712
2006-04-11,960.88756414,969.62290563,943.41688115,960.88756414
2006-04-12,952.15222265,978.35824712,952.15222265,960.88756414
2006-04-13,960.88756414,987.09358861,960.88756414,978.35824712
2006-04-17,978.35824712,987.09358861,969.62290563,978.35824712
2006-04-18,960.88756414,1030.77029608,960.88756414,1022.03495458
2006-04-19,1022.03495458,1030.77029608,987.09358861,995.82893011
2006-04-20,995.82893011,1013.29961309,969.62290563,987.09358861
2006-04-21,987.09358861,987.09358861,969.62290563,978.35824712
2006-04-24,978.35824712,995.82893011,969.62290563,978.35824712
2006-04-25,978.35824712,1004.5642716,978.35824712,995.82893011
2006-04-26,995.82893011,1004.5642716,995.82893011,1004.5642716
2006-04-27,1004.5642716,1022.03495458,978.35824712,995.82893011
2006-04-28,987.09358861,995.82893011,978.35824712,995.82893011
2006-05-01,978.35824712,995.82893011,934.68153966,960.88756414
2006-05-02,952.15222265,969.62290563,925.94619817,934.68153966
2006-05-03,934.68153966,943.41688115,899.74017369,917.21085668
2006-05-04,917.21085668,943.41688115,917.21085668,934.68153966
2006-05-05,934.68153966,934.68153966,917.21085668,934.68153966
2006-05-08,934.68153966,952.15222265,934.68153966,943.41688115
2006-05-09,943.41688115,943.41688115,925.94619817,934.68153966
2006-05-10,943.41688115,960.88756414,925.94619817,943.41688115
2006-05-11,943.41688115,987.09358861,943.41688115,978.35824712
2006-05-12,969.62290563,995.82893011,952.15222265,960.88756414
2006-05-15,943.41688115,943.41688115,899.74017369,899.74017369
2006-05-16,908.47551519,917.21085668,821.12210026,908.47551519
2006-05-17,917.21085668,934.68153966,917.21085668,917.21085668
2006-05-18,891.0048322,899.74017369,864.79880772,873.53414922
2006-05-19,873.53414922,891.0048322,864.79880772,882.26949071
2006-05-22,891.0048322,891.0048322,812.38675877,821.12210026
2006-05-23,821.12210026,882.26949071,821.12210026,882.26949071
2006-05-24,882.26949071,882.26949071,856.06346623,873.53414922
2006-05-29,882.26949071,899.74017369,873.53414922,873.53414922
2006-05-30,873.53414922,891.0048322,864.79880772,873.53414922
2006-05-31,847.32812474,864.79880772,847.32812474,856.06346623
2006-06-01,864.79880772,873.53414922,838.59278325,847.32812474
2006-06-02,856.06346623,864.79880772,829.85744176,864.79880772
2006-06-05,864.79880772,891.0048322,864.79880772,864.79880772
2006-06-06,847.32812474,847.32812474,829.85744176,838.59278325
2006-06-07,829.85744176,838.59278325,803.65141728,821.12210026
2006-06-08,803.65141728,803.65141728,759.97470982,786.1807343
2006-06-09,786.1807343,812.38675877,768.71005131,812.38675877
2006-06-12,803.65141728,803.65141728,777.4453928,786.1807343
2006-06-13,768.71005131,777.4453928,733.76868534,733.76868534
2006-06-14,733.76868534,751.23936833,725.03334385,742.50402683
2006-06-15,759.97470982,768.71005131,725.03334385,725.03334385
2006-06-16,759.97470982,777.4453928,759.97470982,768.71005131
2006-06-19,759.97470982,777.4453928,759.97470982,777.4453928
2006-06-20,759.97470982,777.4453928,759.97470982,777.4453928
2006-06-21,777.4453928,777.4453928,759.97470982,768.71005131
2006-06-22,786.1807343,786.1807343,759.97470982,768.71005131
2006-06-23,751.23936833,768.71005131,751.23936833,768.71005131
2006-06-26,768.71005131,768.71005131,768.71005131,768.71005131
2006-06-27,768.71005131,768.71005131,751.23936833,759.97470982
2006-06-28,751.23936833,759.97470982,742.50402683,759.97470982
2006-06-29,768.71005131,777.4453928,759.97470982,768.71005131
2006-06-30,777.4453928,786.1807343,759.97470982,768.71005131
2006-07-03,759.97470982,803.65141728,759.97470982,794.91607579
2006-07-04,803.65141728,829.85744176,803.65141728,812.38675877
2006-07-05,812.38675877,821.12210026,812.38675877,812.38675877
2006-07-06,803.65141728,812.38675877,794.91607579,812.38675877
2006-07-07,812.38675877,812.38675877,794.91607579,803.65141728
2006-07-10,794.91607579,812.38675877,794.91607579,812.38675877
2006-07-11,812.38675877,812.38675877,794.91607579,794.91607579
2006-07-12,803.65141728,803.65141728,794.91607579,794.91607579
2006-07-13,794.91607579,794.91607579,777.4453928,786.1807343
2006-07-14,777.4453928,777.4453928,751.23936833,751.23936833
2006-07-17,751.23936833,751.23936833,742.50402683,742.50402683
2006-07-18,751.23936833,751.23936833,742.50402683,751.23936833
2006-07-19,759.97470982,759.97470982,742.50402683,751.23936833
2006-07-20,768.71005131,768.71005131,759.97470982,768.71005131
2006-07-21,768.71005131,768.71005131,759.97470982,768.71005131
2006-07-24,759.97470982,759.97470982,751.23936833,759.97470982
2006-07-25,768.71005131,768.71005131,751.23936833,751.23936833
2006-07-26,751.23936833,759.97470982,751.23936833,759.97470982
2006-07-27,759.97470982,786.1807343,759.97470982,777.4453928
